"Name","Pos","Year","Tackles","TFL","Sacks","Int","PBU","FF","FR","College","teamTacklePerc","Height","Weight"
"Fellonte Misher","S","SR",73.5,1.5,0.5,4,5,2,0,"old-dominion",10.2,74,210
"Justice Davila","S","SO",63.5,0,0,0,4,0,0,"old-dominion",8.8,72,191
"Martez Simpson","LB","SR",57,7,2,0,0,1,1,"old-dominion",7.9,73,223
"Aaron Young","CB","JR",48,2.5,1.5,1,8,0,0,"old-dominion",6.6,71,185
"Sean Carter","DB","FR",38.5,0,0,0,1,0,1,"old-dominion",5.3,73,196
"Rashaad Coward","DT","JR",33.5,2.5,1.5,0,0,0,0,"old-dominion",4.6,77,307
"Brandon Addison","DB","FR",33,1,0,0,11,0,0,"old-dominion",4.6,70,177
"Shadow Williams","LB","JR",31,4.5,1,0,0,1,0,"old-dominion",4.3,72,216
"Bunmi Rotimi","DT","SO",24.5,6,3.5,0,2,0,0,"old-dominion",3.4,76,280
"Oshane Ximines","DE","FR",22,7.5,5,0,4,0,0,"old-dominion",3,75,240
"Poncho Barnwell","DE","SR",21.5,4.5,2,0,1,0,0,"old-dominion",3,76,260
"C.J. Bradshaw","S","JR",21,0.5,0,1,2,0,0,"old-dominion",2.9,70,182
"Marvin Branch","LB","FR",20,1,0,0,1,0,1,"old-dominion",2.8,74,224
"Miles Fox","DT","FR",17,3,0.5,0,0,1,0,"old-dominion",2.4,73,281
"Anthony Wilson","LB","JR",17,0.5,0,0,1,0,0,"old-dominion",2.4,73,214
"Scott Wiggins","DE","JR",16,2,0,0,0,0,0,"old-dominion",2.2,75,230
"Tim Ward","DE","FR",15,5,2.5,1,3,0,0,"old-dominion",2.1,78,226
"Malique Johnson","LB","SR",12.5,1.5,1.5,0,1,1,0,"old-dominion",1.7,74,208
"Kohl Adams-Hurd","LB","SR",8,0.5,0,0,1,1,0,"old-dominion",1.1,74,229
"Aquante Thornton","CB","SR",6.5,0,0,0,0,0,0,"old-dominion",0.9,69,168
"Terrell Reid","DE","JR",5.5,1.5,1,0,0,1,0,"old-dominion",0.8,74,274
"Jude Brenya","DE","JR",5.5,0.5,0,0,0,0,0,"old-dominion",0.8,75,256
"Rob Thompson","CB","SO",5.5,0,0,0,1,0,0,"old-dominion",0.8,73,185
"Pat Toal","DT","FR",5,1.5,0,0,0,1,0,"old-dominion",0.7,76,307
"Ben Ingle","LB","SR",74,6,1,1,4,1,0,"ball-state",9.9,73,237
"Sean Wiggins","LB","JR",71.5,4.5,2,2,4,1,0,"ball-state",9.6,75,228
"Martez Hester","S","JR",60.5,0,0,0,3,0,0,"ball-state",8.1,75,207
"Dedrick Cromartie","S","SO",51,1.5,0,1,2,0,0,"ball-state",6.8,70,179
"Zack Ryan","LB","JR",50,3,0,0,2,1,0,"ball-state",6.7,71,224
"Michael Ayers","DE","SR",48.5,4,2,0,0,0,0,"ball-state",6.5,73,252
"David Moore","DB","SO",47,2,0,0,3,1,0,"ball-state",6.3,69,171
"Joshua Posley","DE","JR",42,9,2.5,0,1,2,0,"ball-state",5.6,73,252
"Lamont McPhatter","CB","FR",32.5,1,1,0,3,1,0,"ball-state",4.4,70,183
"Darius Conaway","CB","JR",29,2.5,0,0,6,0,0,"ball-state",3.9,73,189
"Aaron Taylor","S","JR",23,2,0,0,1,0,0,"ball-state",3.1,71,205
"John Whitman III","DL","JR",22,2.5,0,0,1,0,0,"ball-state",3,73,298
"Tyree Holder","CB","JR",21.5,0,0,2,2,1,0,"ball-state",2.9,73,170
"Kevin Willis","DT","SO",18.5,3.5,1,0,0,0,0,"ball-state",2.5,74,305
"Avery Bailey","LB","SR",14.5,0,0,0,0,0,0,"ball-state",1.9,73,208
"Marc Walton","DB","FR",13,0,0,0,0,0,0,"ball-state",1.7,69,177
"Anthony Winbush","DL","SO",12,5.5,5,0,0,1,0,"ball-state",1.6,73,228
"Julian Jackson","DL","SR",10.5,0.5,0,0,2,0,0,"ball-state",1.4,73,298
"Osazuwamen Igbinosun","DE","SR",10,2.5,0.5,0,0,0,0,"ball-state",1.3,74,255
"Damon Singleton","OLB","FR",10,1,0,0,0,0,0,"ball-state",1.3,74,234
"Rontrell Peyton","DB","JR",9.5,0,0,0,0,1,0,"ball-state",1.3,71,184
"Kevin Thurmon","DL","FR",8.5,0,0,0,0,0,0,"ball-state",1.1,72,282
"Jeremiah Jackson","ILB","FR",7,0,0,0,0,0,0,"ball-state",0.9,71,219
"Corey Hall","DB","JR",6.5,0,0,0,0,1,0,"ball-state",0.9,69,189
"Terin Solomon","DB","JR",6,0,0,1,0,0,0,"ball-state",0.8,71,179
"Damani Alexcee","S","JR",70,3,2,0,3,1,0,"texas-state",9.8,74,192
"Trey McGowan","LB","SR",61.5,0,0,0,0,1,0,"texas-state",8.6,72,247
"Jerrid Jeter-Gilmon","LB","SR",54,4,0,0,1,0,0,"texas-state",7.6,73,230
"David Mims II","CB","SR",53.5,4,1,0,5,0,0,"texas-state",7.5,71,198
"Aaron Shaw","DB","SR",49.5,1,1,1,2,1,0,"texas-state",6.9,70,196
"Brandon McDowell","CB","SO",38.5,2.5,0,0,6,0,0,"texas-state",5.4,70,183
"Karee Berry","DE","SO",29.5,5.5,3,0,1,1,0,"texas-state",4.1,75,225
"Dallas McClarty","DT","JR",28,1.5,0.5,0,0,0,0,"texas-state",3.9,71,275
"Dila Rosemond","DB","SO",25.5,1,0,0,0,0,0,"texas-state",3.6,70,175
"Marcus Dallas, Jr.","DE","SR",24.5,4,2,0,0,0,0,"texas-state",3.4,76,245
"Ishmael Davis","LB","FR",22.5,1.5,0,0,0,0,0,"texas-state",3.2,75,223
"Stephen Smith","LB","JR",21.5,1.5,1,0,0,0,0,"texas-state",3,75,221
"Stephan Johnson","S","SO",21,0.5,0,2,1,0,0,"texas-state",2.9,72,190
"Donta Clanton","CB","SR",19,0,0,0,0,0,0,"texas-state",2.7,70,185
"Javante O'Roy","CB","JR",18.5,1.5,0,0,1,1,0,"texas-state",2.6,72,180
"Mershad Dillon","DT","SR",16.5,3,0,0,0,0,0,"texas-state",2.3,75,300
"Camyron Brown","S","FR",15.5,1,0,0,0,0,0,"texas-state",2.2,71,199
"Easy Anyama","S","SO",15,0.5,0,0,1,0,0,"texas-state",2.1,75,220
"Tim Gay","RB","SR",14,0,0,0,0,1,0,"texas-state",2,71,248
"Dondre Elvoid","DT","SR",13.5,3.5,1.5,0,0,0,0,"texas-state",1.9,76,305
"Rusmin Nikocevic","DT","SR",12,5,0,0,0,1,0,"texas-state",1.7,76,258
"Jeff Banks","DE","SO",9.5,4,0,0,1,1,0,"texas-state",1.3,77,212
"Demetrius Woodard","S","SR",9.5,1.5,1,0,1,0,0,"texas-state",1.3,74,210
"Herbert Gonzales","DT","SR",9,0,0,0,0,0,0,"texas-state",1.3,72,297
"Roosevelt Pearson","DE","JR",8,2,1,0,0,0,0,"texas-state",1.1,77,255
"Duke Wheeler","S","SR",77.5,1,0,0,3,1,0,"utsa",11.4,69,200
"Nate Gaines","S","SO",62,0.5,0,3,6,0,0,"utsa",9.1,74,195
"Marcos Curry","LB","SO",57,4.5,2,0,2,1,1,"utsa",8.4,71,220
"Drew Douglas","LB","SR",57,4.5,1,0,2,0,0,"utsa",8.4,73,225
"Michael Egwuagu","S","JR",49.5,3.5,1.5,3,5,0,0,"utsa",7.3,72,225
"Jason Neill","DT","SR",46,11,8.5,0,0,1,0,"utsa",6.7,74,260
"Bennett Okotcha","CB","SR",43,0,0,4,9,1,0,"utsa",6.3,72,195
"Marcus Davenport","DE","SO",39.5,7.5,4,0,3,2,0,"utsa",5.8,78,225
"Mauricio Sanchez","S","SR",30,1,0,1,1,2,0,"utsa",4.4,72,205
"Brian Price","DT","SR",24,2,1,0,0,0,0,"utsa",3.5,75,305
"Kevin Strong Jr.","DT","FR",21.5,6.5,2.5,0,2,0,0,"utsa",3.2,75,285
"Jonathan Tuiolosega","DT","JR",17.5,2.5,0.5,0,1,0,0,"utsa",2.6,73,285
"Trevor Baker","CB","SR",15.5,2,0,3,7,0,0,"utsa",2.3,74,195
"Stanley Dye Jr.","CB","FR",15.5,0.5,0,0,0,0,1,"utsa",2.3,69,170
"Romario Napoles","DE","JR",13,2,1,0,0,0,0,"utsa",1.9,72,230
"Darryl Godfrey","S","FR",12,0,0,0,1,1,0,"utsa",1.8,71,180
"Aneas Henricks","CB","SO",10.5,0,0,0,2,0,0,"utsa",1.5,71,180
"Dalton Miller","LB","JR",8.5,0,0,0,1,0,0,"utsa",1.2,71,220
"Justyn Eddins","DE","SR",8,0.5,0,0,0,0,0,"utsa",1.2,75,250
"Justin Chavez","S","SO",8,0,0,0,0,0,0,"utsa",1.2,70,190
"Vontrell King-Williams","DT","JR",7.5,0,0,0,0,0,0,"utsa",1.1,74,320
"C.J. Levine","S","FR",7.5,0,0,0,0,0,0,"utsa",1.1,70,180
"Carl Austin III","S","FR",7,0,0,0,0,0,0,"utsa",1,72,185
"Kennedy Ubabuike","DT","SR",6.5,0,0,0,0,0,0,"utsa",1,74,295
"Kevin Garcia","LB","JR",6,0.5,0,0,0,0,0,"utsa",0.9,74,225
"Andrew Wingard","FS","FR",102.5,7,0,1,2,1,0,"wyoming",15.8,72,194
"Lucas Wacha","LB","JR",71,6,0,0,0,1,0,"wyoming",10.9,73,214
"Marcus Epps","FS","FR",71,2,0,2,4,1,0,"wyoming",10.9,72,190
"D.J. May","LB","JR",55.5,4.5,1,0,10,1,1,"wyoming",8.5,71,198
"Eddie Yarbrough","DE","SR",46,10.5,7,0,1,1,0,"wyoming",7.1,75,251
"Robert Priester","CB","SO",43,2,0,1,3,1,1,"wyoming",6.6,69,180
"Carl Granderson","DE","FR",28.5,6,1,0,0,0,0,"wyoming",4.4,78,200
"Eric Nzeocha","LB","JR",27.5,1,0,0,1,0,0,"wyoming",4.2,75,218
"Antonio Hull","CB","FR",25.5,0,0,0,6,0,0,"wyoming",3.9,70,188
"Siaosi Hala'api'api","DE","SR",24.5,4.5,0,0,0,0,0,"wyoming",3.8,74,250
"Tim Kamana","LB","SO",23.5,1,0,1,1,0,0,"wyoming",3.6,71,206
"C.J. Jennings","CB","FR",16,0,0,0,1,0,0,"wyoming",2.5,70,180
"Sidney Malauulu","NT","FR",14,0.5,0,0,0,0,0,"wyoming",2.2,75,300
"Chavez Pownell Jr.","SS","FR",14,0,0,0,0,0,0,"wyoming",2.2,71,192
"Uso Olive","DT","JR",9.5,1.5,0,0,0,0,0,"wyoming",1.5,73,301
"Tyran Finley","CB","SR",9,1,0,0,0,0,0,"wyoming",1.4,69,175
"Adam Pilapil","FS","FR",9,0,0,0,0,0,0,"wyoming",1.4,73,194
"Conner Cain","DT","FR",8,1.5,0,0,0,0,0,"wyoming",1.2,76,250
"Anthony Makransky","DB","FR",8,1,0,0,1,0,0,"wyoming",1.2,70,177
"Chase Appleby","NT","JR",8,0.5,0,0,0,0,0,"wyoming",1.2,72,255
"Will Tutein","LB","JR",5.5,0,0,0,0,0,0,"wyoming",0.8,74,212
"Nico Evans","RB","FR",5.5,0,0,0,0,0,0,"wyoming",0.8,69,187
"Kevin Prosser","LB","FR",5,1,1,0,0,0,0,"wyoming",0.8,74,197
"Devin McKenna","LB","SR",3.5,0.5,0,0,0,0,0,"wyoming",0.5,74,225
"Dalton Fields","NT","SO",3,0,0,0,0,0,0,"wyoming",0.5,75,274
"Nate Holley","S","JR",109,5,2,1,3,0,0,"kent-state",15.8,71,203
"Matt Dellinger","LB","SR",62.5,6.5,2,0,3,0,0,"kent-state",9.1,73,229
"Elcee Refuge","LB","JR",50,9.5,2.5,1,1,0,0,"kent-state",7.3,69,230
"Jordan Italiano","S","SR",47,1,0,1,0,0,0,"kent-state",6.8,70,207
"Terence Waugh","DE","JR",43,12,8.5,0,0,1,0,"kent-state",6.2,73,262
"Nick Cuthbert","S","JR",38.5,3.5,0.5,1,1,0,0,"kent-state",5.6,72,214
"Darius Redmond","LB","JR",29.5,3,0,0,1,0,0,"kent-state",4.3,72,210
"Demetrius Monday","CB","SO",29,1,0,6,6,1,1,"kent-state",4.2,70,197
"Nate Terhune","DL","SR",28.5,9.5,6,0,3,1,0,"kent-state",4.1,76,270
"Najee Murray","CB","JR",27,1,0,0,9,0,0,"kent-state",3.9,69,180
"Chris Fairchild","DT","JR",24,4,0,0,1,0,0,"kent-state",3.5,74,316
"Jon Cunningham","DT","SO",19,6.5,2.5,0,1,0,0,"kent-state",2.8,72,295
"Marques Moore","LB","SO",17.5,1,1,0,1,0,0,"kent-state",2.5,74,221
"Jim Jones","LB","FR",12.5,1,0,0,0,0,0,"kent-state",1.8,73,214
"Juantez McRae","S","FR",12.5,0,0,1,0,0,0,"kent-state",1.8,70,174
"James Alexander","LB","SO",11,3.5,1,0,2,0,0,"kent-state",1.6,71,245
"Anthony Johnson","DE","SO",11,3,0.5,0,1,0,0,"kent-state",1.6,76,221
"Jontey Byrd","DT","SO",11,3,0.5,0,1,0,0,"kent-state",1.6,70,275
"Erik Simpson","S","FR",11,1,0,0,1,0,0,"kent-state",1.6,71,175
"Clay Miller","DL","SR",10.5,2,1.5,0,0,1,0,"kent-state",1.5,76,275
"Matthew Sommers","DE","SO",10,1.5,0,0,0,0,0,"kent-state",1.5,74,260
"Theodore Eboigbe","DE","FR",9,2.5,2.5,0,0,1,0,"kent-state",1.3,73,244
"Matt Bahr","S","FR",7.5,0,0,0,0,0,0,"kent-state",1.1,73,208
"Troy Dipre","LB","FR",7,0,0,0,0,0,0,"kent-state",1,71,195
"Quan Robinson Jr.","CB","FR",6.5,0,0,0,2,1,0,"kent-state",0.9,73,168
"Derek Ibekwe","LB","SO",67,6.5,1,0,3,1,0,"new-mexico-state",9.5,72,233
"Jacob Nwangwa","DB","SO",63.5,1.5,0,3,1,0,0,"new-mexico-state",9,72,210
"Terrill Hanks","DB","FR",60.5,6.5,1,3,1,1,0,"new-mexico-state",8.6,75,217
"Jaden Wright","DB","SO",54.5,0,0,2,1,1,1,"new-mexico-state",7.8,72,210
"Lewis Hill","DB","SR",53,1,0,0,4,1,0,"new-mexico-state",7.5,70,183
"Dalton Herrington","LB","SO",47.5,5.5,0,0,4,0,0,"new-mexico-state",6.8,74,220
"Winston Rose","DB","SR",44.5,2,0,0,6,0,0,"new-mexico-state",6.3,72,180
"Rodney Butler","LB","JR",42.5,4.5,1,1,2,0,0,"new-mexico-state",6.1,73,235
"Stephen Meredith","DL","SR",29.5,6.5,2.5,0,0,0,1,"new-mexico-state",4.2,75,246
"Noah Brown","DE","JR",21,7,3.5,0,0,1,0,"new-mexico-state",3,73,230
"Alexander Trujillo","DL","SR",20.5,0.5,0,0,0,0,0,"new-mexico-state",2.9,74,302
"Jonathan Hood","LB","FR",19,0,0,0,1,0,0,"new-mexico-state",2.7,72,202
"Jacob Benegas","DL","SO",18,1,0,1,0,0,0,"new-mexico-state",2.6,73,290
"Stody Bradley","DL","SO",17,3.5,1,0,0,0,0,"new-mexico-state",2.4,74,245
"Jassavia Reese","DE","FR",16.5,2.5,0,0,1,0,0,"new-mexico-state",2.4,76,244
"Javahn Fergurson","LB","FR",16.5,2,1,0,0,0,0,"new-mexico-state",2.4,73,220
"DeMarcus Owens","DB","FR",14.5,0,0,1,0,0,0,"new-mexico-state",2.1,70,187
"Kourtland Busby","DL","SO",12.5,3,2,0,0,0,0,"new-mexico-state",1.8,75,275
"Robert Wagner","LB","JR",9.5,0,0,0,0,1,0,"new-mexico-state",1.4,73,236
"Kawe Johnson","DB","JR",8.5,0.5,0,0,0,1,0,"new-mexico-state",1.2,68,180
"Jerrion Burton","DB","SO",8,0,0,0,0,0,0,"new-mexico-state",1.1,71,171
"Drew James","DL","JR",6.5,1,1,0,0,0,0,"new-mexico-state",0.9,74,292
"Tyrain Taylor","WR","JR",6,0,0,0,0,1,0,"new-mexico-state",0.9,69,162
"Josh Gibbs","DE","SR",5.5,0,0,0,0,0,0,"new-mexico-state",0.8,77,290
"Will Clement","LB","FR",5.5,0,0,0,0,0,1,"new-mexico-state",0.8,75,211
"Kent Kern","LB","SR",63,12,2,0,0,0,0,"miami-oh",9,73,240
"Brison Burris","DB","SR",62,2,0,4,3,1,0,"miami-oh",8.9,71,190
"Paul Moses","LB","SO",51,6.5,3,0,0,1,0,"miami-oh",7.3,72,227
"Bryson Albright","DL","SR",40.5,12.5,7,1,3,1,1,"miami-oh",5.8,77,225
"JT Jones","DL","JR",39.5,14.5,9,0,2,1,0,"miami-oh",5.7,75,263
"TJ Williams","LB","JR",37.5,2.5,0,0,2,2,0,"miami-oh",5.4,72,205
"Bert Birdsall","DB","SO",35.5,2,0,0,3,1,0,"miami-oh",5.1,71,170
"Marshall Taylor","DB","JR",34.5,0,0,2,2,0,0,"miami-oh",4.9,74,199
"De'Andre Montgomery","DB","FR",32.5,2,0,0,1,0,0,"miami-oh",4.7,73,217
"Buchi Okafor","DB","JR",32.5,1.5,0,1,1,0,0,"miami-oh",4.7,73,197
"Tony Reid","DB","SO",28.5,0,0,1,2,0,0,"miami-oh",4.1,71,194
"Ikeem Allen","DL","SO",25,8,4.5,0,3,0,0,"miami-oh",3.6,73,272
"Brad Koenig","DB","FR",20,2.5,1,0,2,1,0,"miami-oh",2.9,73,218
"AJ Burdine","DL","SO",18.5,4.5,0,0,0,1,0,"miami-oh",2.7,74,285
"Zach Smierciak","DL","SO",17.5,5,2.5,0,1,0,0,"miami-oh",2.5,74,247
"Mitchell Winters","DL","SR",17,1.5,0,0,0,0,0,"miami-oh",2.4,77,292
"Josh Dooley","LB","SR",13,1.5,0,0,0,0,0,"miami-oh",1.9,72,230
"Junior McMullen","LB","FR",12.5,0,0,0,0,0,0,"miami-oh",1.8,72,236
"Austin Gearing","DL","JR",12,3,0,0,0,0,0,"miami-oh",1.7,77,250
"Joshua Allen","DB","FR",10.5,0.5,0,0,1,0,0,"miami-oh",1.5,72,200
"Allan Koikoi","DB","FR",10,0,0,0,4,0,0,"miami-oh",1.4,71,193
"Brad Earnest","LB","FR",9,0.5,0,1,0,0,0,"miami-oh",1.3,73,229
"Daryus Thompson","DB","FR",8,0,0,0,0,0,0,"miami-oh",1.1,72,185
"Nate Trawick","DT","FR",7.5,0.5,0,0,0,0,0,"miami-oh",1.1,71,318
"Deondre Daniels","DB","FR",7.5,0,0,0,0,0,0,"miami-oh",1.1,70,188
"Julian Gener","LB","SR",79,13,2.5,1,1,2,0,"hawaii",9.1,71,225
"Jerrol Garcia-Williams","LB","JR",72,3.5,1.5,0,0,0,0,"hawaii",8.3,74,235
"Benetton Fonua","LB","SR",53,1.5,0,0,0,1,0,"hawaii",6.1,72,235
"Kennedy Tulimasealii","DL","JR",52.5,18.5,3.5,0,0,1,0,"hawaii",6.1,73,285
"Lance Williams","LB","SR",49,7,1,0,1,2,0,"hawaii",5.6,72,230
"Marrell Jackson","DB","SR",48.5,1,0,0,2,0,0,"hawaii",5.6,72,200
"Nick Nelson","DB","SO",45.5,1.5,1,0,15,1,0,"hawaii",5.2,72,200
"Ne'Quan Phillips","DB","SR",42,5,0,0,6,0,0,"hawaii",4.8,69,190
"Jahlani Tavai","LB","FR",41.5,5,3,0,0,0,0,"hawaii",4.8,76,235
"Daniel Lewis Jr.","DB","SO",40.5,3,1,0,3,0,0,"hawaii",4.7,71,180
"Jalen Rogers","DB","JR",35,2,1,1,5,0,0,"hawaii",4,73,200
"Dany Mulanga","DB","FR",33,0.5,0,1,0,2,0,"hawaii",3.8,75,200
"Kory Rasmussen","DL","JR",32.5,4,2,0,0,0,0,"hawaii",3.7,74,295
"Simon Poti","LB","SR",22,3.5,1.5,0,1,0,0,"hawaii",2.5,72,235
"Luke Shawley","DL","SR",20.5,2,2,0,0,0,0,"hawaii",2.4,75,250
"Penitito Faalologo","DL","SO",18.5,0.5,0,0,0,0,0,"hawaii",2.1,71,300
"Gaetano DeMattei","DB","SR",17.5,1,0,0,2,0,0,"hawaii",2,68,175
"Makani Kema-Kaleiwahea","LB","JR",16,2.5,2.5,0,0,0,0,"hawaii",1.8,75,240
"Ka‘aumoana Gifford","DL","FR",16,1,0,0,2,0,0,"hawaii",1.8,76,275
"Jeremy Castro","LB","SO",15.5,4,0,0,0,0,0,"hawaii",1.8,76,240
"Russell Williams, Jr.","LB","SO",14.5,0,0,0,0,0,0,"hawaii",1.7,73,230
"David Manoa","DL","SO",13,2.5,2.5,0,0,1,0,"hawaii",1.5,75,240
"Jamal Mayo","DB","JR",12,0,0,0,2,0,0,"hawaii",1.4,71,185
"Dejaun Butler","DB","JR",9,0,0,0,0,0,0,"hawaii",1,71,180
"Damien Packer","DB","JR",8.5,0,0,0,0,0,0,"hawaii",1,71,210
"Alex Lyons","LB","JR",58,5.5,1.5,0,4,0,0,"rice",9.7,73,225
"Tabari McGaskey","LB","JR",41,4.5,1,0,1,1,0,"rice",6.9,72,225
"J.P. Thompson","S","FR",38.5,2,0,0,2,1,0,"rice",6.5,72,185
"Destri White","S","SO",37.5,2.5,0,0,2,1,0,"rice",6.3,72,205
"Derek Brown","DE","JR",36.5,6,4,0,0,1,0,"rice",6.1,75,225
"J.T. Ibe","S","FR",32.5,2.5,0,0,1,0,0,"rice",5.5,72,190
"Brian Womac","DE","SO",29,11.5,4,0,1,2,0,"rice",4.9,74,235
"J.T. Blasingame","CB","JR",26.5,0,0,0,4,0,0,"rice",4.5,69,175
"Ryan Pollard","CB","SR",25.5,2.5,0,0,1,0,0,"rice",4.3,68,180
"V.J. Banks","CB","SO",24,0,0,0,1,0,0,"rice",4,73,185
"Zach Espinosa","S","SR",21.5,0,0,2,2,0,0,"rice",3.6,74,220
"Emmanuel Ellerbee","LB","SO",20.5,2,0,0,1,0,0,"rice",3.4,73,225
"Preston Gordon","DT","FR",19,6.5,2.5,0,0,0,0,"rice",3.2,73,280
"Ross Winship","DT","SR",17,0,0,0,1,0,0,"rice",2.9,76,295
"Nick Elder","LB","SR",15.5,1.5,1,0,1,0,0,"rice",2.6,72,225
"Garrett Fuhrman","S","SR",14.5,0,0,0,0,0,0,"rice",2.4,69,180
"Justin Bickham","CB","FR",11.5,0.5,0,0,5,0,0,"rice",1.9,73,190
"Blain Padgett","DE","FR",11,2,0,0,1,0,0,"rice",1.8,77,250
"Brady Wright","DE","FR",10.5,1,0,0,0,0,0,"rice",1.8,75,240
"Brandon Douglas","CB","FR",10.5,0,0,0,1,0,0,"rice",1.8,69,175
"Jorian Clark","CB","FR",9,1.5,0,0,0,0,0,"rice",1.5,70,185
"Carl Thompson","DT","FR",8.5,2.5,1,0,0,0,0,"rice",1.4,75,275
"Zach Abercrumbia","DT","FR",8.5,1.5,0,0,0,1,0,"rice",1.4,74,280
"Cole Thomas","S","SO",8.5,0,0,0,1,0,0,"rice",1.4,73,200
"Nick Uretsky","LB","SO",7.5,0,0,0,0,0,0,"rice",1.3,72,225
"Nico Marley","LB","JR",72,13,1,1,0,1,0,"tulane",10.5,70,208
"Jarrod Franklin","DB","SO",64.5,5,1.5,0,3,0,0,"tulane",9.4,73,208
"Darion Monroe","S","SR",63.5,5.5,0,3,4,0,1,"tulane",9.3,71,206
"Eric Thomas","LB","JR",58,7.5,1,0,1,1,0,"tulane",8.5,71,243
"Tanzel Smart","DT","JR",52,15,2,0,0,1,0,"tulane",7.6,73,304
"Parry Nickerson","CB","SO",43.5,3.5,0,0,8,1,1,"tulane",6.4,72,182
"Royce LaFrance","DE","SR",37,13.5,6.5,0,4,1,0,"tulane",5.4,75,259
"Rae Juan Marbley","LB","SO",31.5,0,0,1,0,0,0,"tulane",4.6,71,231
"Ade Aruna","DE","SO",28,5,3,0,2,1,0,"tulane",4.1,77,241
"Donnie Lewis","CB","FR",28,0,0,0,3,0,0,"tulane",4.1,72,178
"Corey Redwine","DT","SR",25.5,7,3,0,0,1,0,"tulane",3.7,74,328
"Sean Wilson","DT","SO",25,6,2,0,1,0,0,"tulane",3.7,75,271
"Roderic Teamer","S","FR",17,1,0,1,3,1,0,"tulane",2.5,71,191
"Richard Allen","CB","JR",17,0,0,0,4,0,1,"tulane",2.5,70,178
"Eric Bowie","LB","FR",15,0,0,0,1,0,0,"tulane",2.2,73,227
"Taris Shenall","CB","FR",13.5,0,0,1,1,0,0,"tulane",2,70,171
"Daren Williams","DE","SO",12,2,1,0,0,0,0,"tulane",1.8,75,243
"Tristan Cooper","S","SO",10,0,0,0,0,0,0,"tulane",1.5,72,181
"Marshall Wadleigh","RB","JR",10,0,0,0,0,0,0,"tulane",1.5,71,204
"Zachery Harris","LB","SO",10,0,0,0,0,0,0,"tulane",1.5,72,218
"Calvin Thomas","DT","JR",8,3,2,0,0,0,0,"tulane",1.2,75,275
"Malik Eugene","S","FR",8,0,0,0,0,0,0,"tulane",1.2,70,170
"Dedrick Shy","CB","FR",8,0,0,1,2,0,0,"tulane",1.2,74,172
"Eldrick Washington","DT","SO",7,1,1,0,1,0,0,"tulane",1,74,263
"Robert Kennedy","LB","FR",5,1,1,0,0,0,0,"tulane",0.7,73,243
"Great Ibe","LB","SR",97.5,10.5,1.5,0,2,3,0,"eastern-michigan",13.6,72,222
"Jason Beck","DB","SO",65.5,0,0,1,0,0,0,"eastern-michigan",9.1,73,199
"Ray Tillman","DB","SR",52,2.5,0,0,5,0,0,"eastern-michigan",7.3,71,189
"Juan Giraldo","DB","SO",51,1,0,0,3,0,0,"eastern-michigan",7.1,71,188
"Anthony Brown","DB","JR",49.5,7.5,1,1,4,1,0,"eastern-michigan",6.9,71,209
"Clay Dawson","DL","SR",36.5,8.5,5,0,1,2,0,"eastern-michigan",5.1,76,226
"Mike Brown","DL","JR",35.5,4,0,0,0,0,0,"eastern-michigan",5,74,274
"Anthony Zappone","LB","JR",35,2,0.5,0,0,0,0,"eastern-michigan",4.9,74,240
"Kyle Rachwal","LB","FR",34.5,6.5,1,1,1,1,1,"eastern-michigan",4.8,75,216
"Luke Maclean","DL","SO",34,10,5,0,2,0,2,"eastern-michigan",4.7,77,261
"Derric Williams","LB","SO",33.5,8.5,2,0,0,0,0,"eastern-michigan",4.7,72,228
"Nathan Adams","LB","JR",27,4,2,0,1,0,0,"eastern-michigan",3.8,73,227
"DaQuan Pace","DB","JR",23.5,1,0,0,6,0,0,"eastern-michigan",3.3,70,165
"Ikie Calderon","DB","JR",16,0,0,0,0,0,0,"eastern-michigan",2.2,69,183
"Kwanii Figueroa","DL","FR",15.5,1.5,0,0,1,0,0,"eastern-michigan",2.2,74,282
"Jalen Williams","DB","SR",14,0.5,0,0,0,0,0,"eastern-michigan",2,70,201
"Amos Houston","LB","JR",12,0,0,0,0,0,0,"eastern-michigan",1.7,72,217
"Tim Gordon","DB","FR",9,1,0,0,0,0,0,"eastern-michigan",1.3,71,164
"Ross Williams","DB","FR",6.5,0,0,0,0,0,0,"eastern-michigan",0.9,71,164
"Jeremiah Harris","DL","SO",6,1,0,0,2,0,0,"eastern-michigan",0.8,77,243
"Derrick Dunlap","DL","SO",6,0,0,0,0,0,0,"eastern-michigan",0.8,72,258
"Deshai Powell","DL","SO",5.5,1,0,0,1,0,0,"eastern-michigan",0.8,74,267
"Devon Russell","DB","FR",5.5,0,0,1,1,0,0,"eastern-michigan",0.8,71,175
"Jaylen Pickett","DB","FR",5,1,0,0,0,0,0,"eastern-michigan",0.7,72,210
"Blake Banham","RB","FR",4,0,0,0,0,0,0,"eastern-michigan",0.6,70,192
"Hunter Kissinger","LB","SR",106,11.5,2,1,0,0,0,"ul-monroe",13.3,74,233
"Michael Johnson","LB","SR",80,13.5,3,0,0,0,0,"ul-monroe",10,73,230
"Gerrand Johnson","DL","SR",48.5,10,3.5,0,3,1,0,"ul-monroe",6.1,73,283
"Trey Caldwell","CB","SR",46,5.5,0,1,10,0,0,"ul-monroe",5.8,69,186
