"Name","Pos","Year","Tackles","TFL","Sacks","Int","PBU","FF","FR","College","teamTacklePerc","Height","Weight"
"Enock Asante","DL","JR",9,0.5,0,0,1,0,0,"massachusetts",1.2,74,262
"Chris Carter","DL","FR",7,0,0,0,0,0,0,"massachusetts",0.9,76,271
"Adam Richard","LB","JR",6.5,0,0,0,0,0,0,"massachusetts",0.9,75,213
"Jarell Addo","DB","FR",6,1,0,0,0,0,0,"massachusetts",0.8,73,190
"Lucas Amato","LB","SO",5.5,0.5,0,0,0,0,0,"massachusetts",0.7,73,207
"Chidobe Awuzie","DB","JR",78.5,12,4,2,7,2,0,"colorado",10.2,72,195
"Rick Gamboa","ILB","FR",65.5,1,0,0,3,0,0,"colorado",8.5,72,230
"Tedric Thompson","DB","JR",58.5,3.5,0,3,5,0,0,"colorado",7.6,72,205
"Kenneth Olugbode","ILB","JR",53.5,2.5,0,1,4,0,0,"colorado",6.9,73,220
"Derek McCartney","DE","SO",42,11.5,5,1,1,1,0,"colorado",5.4,75,240
"Jered Bell","DB","SR",40,1.5,0,3,2,0,0,"colorado",5.2,73,205
"Ken Crawley","DB","SR",38.5,1.5,0,1,10,0,0,"colorado",5,73,180
"Jordan Carrell","DL","JR",36.5,7.5,1,0,0,2,0,"colorado",4.7,75,280
"Ryan Moeller","DB","SO",35.5,1,0,1,2,1,0,"colorado",4.6,73,210
"Ahkello Witherspoon","DB","JR",35,0,0,2,3,0,0,"colorado",4.5,75,190
"Justin Solis","DL","SR",33.5,3,3,0,0,0,0,"colorado",4.3,74,325
"Jimmie Gilbert","DE","JR",25.5,7,6,0,0,1,0,"colorado",3.3,77,230
"Grant Watanabe","LB","FR",21.5,1,1,0,2,0,0,"colorado",2.8,71,240
"Samson Kafovalu","DL","JR",21,5.5,3,0,0,0,1,"colorado",2.7,76,260
"Isaiah Oliver","DB","FR",20.5,0,0,0,6,0,0,"colorado",2.7,73,185
"Leo Jackson III","DL","SO",19,2,2,0,0,2,0,"colorado",2.5,75,280
"Jaleel Awini","DE","JR",16.5,0,0,0,0,1,1,"colorado",2.1,74,220
"Ryan Severson","ILB","JR",16.5,0,0,0,0,0,0,"colorado",2.1,70,205
"Afolabi Laguda","DB","SO",15,0,0,0,1,0,0,"colorado",1.9,73,205
"Jase Franke","DE","FR",11,2.5,1,0,0,1,0,"colorado",1.4,75,270
"N.J. Falo","OLB","FR",10,1,0,0,0,0,0,"colorado",1.3,74,230
"Christian Shaver","LB","SO",9,0,0,0,0,0,0,"colorado",1.2,75,230
"John Walker","DB","JR",8,0,0,0,1,1,0,"colorado",1,69,180
"Phillip Lindsay","TB","SO",6.5,0,0,0,1,1,0,"colorado",0.8,68,180
"Michael Mathewes","DE","FR",6,1,1,0,1,1,0,"colorado",0.8,76,240
"Asauni Rufus","DB","FR",81.5,0,0,1,2,1,0,"nevada",11.1,72,190
"Jordan Dobrich","LB","SR",79,6.5,1,2,2,1,0,"nevada",10.7,74,240
"Matthew Lyons","LB","SR",62.5,6,1,0,0,0,1,"nevada",8.5,74,220
"Dameon Baber","DB","FR",55,0.5,0,6,2,0,0,"nevada",7.5,71,180
"Bryan Lane Jr.","LB","SR",44.5,2.5,1,1,3,0,0,"nevada",6.1,76,220
"Lenny Jones","DE","SR",42.5,12.5,7,0,4,0,0,"nevada",5.8,75,270
"Faigofie Faaituala","LB","SR",38.5,2,0,0,4,0,0,"nevada",5.2,73,230
"Kendall Johnson","DB","SO",37,0,0,0,2,0,0,"nevada",5,72,185
"Ian Seau","DE","SR",35,18.5,10,0,4,5,0,"nevada",4.8,75,250
"Elijah Mitchell","DB","JR",32,2,0,1,4,0,0,"nevada",4.4,68,180
"Ahki Muhammad","DB","FR",28.5,0.5,0,0,3,0,0,"nevada",3.9,69,185
"Rykeem Yates","DL","SR",24,5,2,0,1,0,1,"nevada",3.3,74,280
"Alex Bertrando","LB","JR",24,1,0,0,1,0,1,"nevada",3.3,74,225
"Kevin McReynolds","DL","SR",20,3,0,0,0,1,0,"nevada",2.7,74,300
"L.J. Jackson","LB","JR",18,1,0,0,0,0,0,"nevada",2.4,72,200
"Salesa Faraimo","DL","JR",16,4,1,0,1,0,0,"nevada",2.2,74,290
"Malik Reed","DE","FR",15,3.5,1,0,1,0,0,"nevada",2,73,245
"Elijah Moody","DB","FR",13.5,0,0,1,3,0,1,"nevada",1.8,71,175
"Randy Uzoma","DB","JR",11.5,0,0,0,1,0,0,"nevada",1.6,73,205
"Jaden Sawyer","DB","SO",10.5,0,0,1,0,1,0,"nevada",1.4,72,195
"Korey Rush","DE","FR",10,2,1,0,1,0,0,"nevada",1.4,73,260
"Trevor Taft","LB","SR",10,0,0,0,0,0,0,"nevada",1.4,74,220
"Patrick Choudja","DE","SO",7,0,0,0,1,0,0,"nevada",1,75,235
"Travis Wilson","LB","SO",4,0,0,0,0,0,0,"nevada",0.5,73,215
"Jarid Joseph","DE","FR",2.5,0,0,0,0,0,0,"nevada",0.3,74,230
"Ejiro Ederaine","OLB","SR",76.5,16.5,9,2,2,1,0,"fresno-state",10.6,75,234
"Jeff Camilli","ILB","JR",55.5,1,0,2,2,0,0,"fresno-state",7.7,74,255
"Kyrie Wilson","ILB","SR",55,3,0,0,0,2,0,"fresno-state",7.6,74,243
"Tyquwan Glass","DB","JR",55,1.5,0,4,6,0,0,"fresno-state",7.6,71,185
"Shannon Edwards","DB","SR",42.5,1,1,1,0,0,0,"fresno-state",5.9,70,189
"Jamal Ellis","DB","JR",40,4.5,0,0,8,0,1,"fresno-state",5.6,70,179
"James Bailey","OLB","FR",39.5,2,0,0,2,0,0,"fresno-state",5.5,73,202
"Todd Hunt","DE","SR",37.5,4.5,1.5,0,1,0,0,"fresno-state",5.2,75,271
"Claudell Louis","DE","SR",35.5,6.5,5,0,1,0,0,"fresno-state",4.9,77,294
"Charles Washington","DB","SR",35.5,1,1,0,6,0,0,"fresno-state",4.9,71,197
"Brandon Hughes","OLB","JR",20.5,4,3,0,0,0,1,"fresno-state",2.8,75,223
"Nela Otukolo","ILB","FR",20.5,3.5,2,0,0,0,0,"fresno-state",2.8,71,234
"Tobenna Okeke","OLB","SO",17.5,3.5,1,0,0,0,0,"fresno-state",2.4,74,237
"Dalen Jones","DB","JR",17.5,1,0,0,1,0,0,"fresno-state",2.4,73,201
"Stratton Brown","DB","JR",15.5,0.5,0,0,0,2,0,"fresno-state",2.2,74,196
"Robert Stanley","ILB","SO",15.5,0,0,0,1,0,0,"fresno-state",2.2,74,234
"Nathan Madsen","NG","SO",14.5,3.5,1.5,0,0,0,0,"fresno-state",2,76,290
"DeShawn Potts","DB","FR",14.5,0,0,0,2,0,0,"fresno-state",2,72,190
"George Helmuth","LB","FR",14,0,0,0,0,0,0,"fresno-state",1.9,73,221
"Justin Green","OLB","SO",13,4,3,0,0,1,0,"fresno-state",1.8,76,201
"Anthoula Kelly","DB","FR",13,0,0,0,0,0,0,"fresno-state",1.8,70,192
"Alan Wright","DB","JR",10,0,0,0,0,0,0,"fresno-state",1.4,72,186
"Tyler Puccio","DL","FR",9.5,1,0,0,0,0,0,"fresno-state",1.3,73,271
"Kyle Hendrickson","DL","FR",7.5,0.5,0,0,0,0,0,"fresno-state",1,76,266
"Malcolm Washington","DB","SO",7,0,0,0,4,0,0,"fresno-state",1,74,179
"Dakota Cox","LB","JR",73.5,11,5,1,1,0,0,"new-mexico",10.4,72,231
"Kimmie Carson","LB","SO",60,8,3.5,0,0,1,0,"new-mexico",8.5,72,213
"Daniel Henry","S","JR",59,3,1,0,4,2,0,"new-mexico",8.3,73,196
"Lee Crosby","S","JR",44.5,6.5,2,2,3,1,0,"new-mexico",6.3,71,201
"Nik D'Avanzo","DL","JR",43.5,8.5,0.5,0,2,0,0,"new-mexico",6.1,75,281
"Ryan Santos","S","JR",41,0,0,1,3,0,0,"new-mexico",5.8,70,190
"Markel Byrd","S","SO",39,2.5,1,3,2,0,0,"new-mexico",5.5,71,195
"Ryan Langford","LB","SR",38.5,6.5,2,1,2,0,0,"new-mexico",5.4,76,235
"Maurice Daniels","LB","JR",34.5,12.5,5.5,0,4,1,0,"new-mexico",4.9,76,219
"Nias Martin","CB","JR",33.5,2,0,0,6,0,1,"new-mexico",4.7,70,175
"Donnie White","LB","JR",29.5,4.5,3,0,0,0,0,"new-mexico",4.2,73,240
"Donnie Duncan","CB","SR",28.5,1,0,1,2,0,0,"new-mexico",4,71,191
"Cranston Jones","CB","SR",27.5,2,0,4,4,0,0,"new-mexico",3.9,68,172
"Cody Baker","DL","FR",22.5,2.5,1,0,0,0,0,"new-mexico",3.2,75,246
"Jake Rothschiller","S","SO",21.5,3,0,0,1,0,0,"new-mexico",3,67,190
"William Udeh","DL","JR",13,2,0,0,0,0,0,"new-mexico",1.8,72,294
"Isaiah Brown","CB","JR",12.5,0,0,0,3,0,0,"new-mexico",1.8,71,187
"Garrett Hughes","DL","SO",11,5.5,2,0,1,0,0,"new-mexico",1.5,73,267
"Ricky Bennett","S","SO",11,0,0,0,0,0,0,"new-mexico",1.5,72,213
"Taylor Timmons","DL","JR",9,5,3.5,0,0,0,0,"new-mexico",1.3,72,291
"David Anaya","RB","SR",6.5,1,0,0,0,1,0,"new-mexico",0.9,69,205
"Kenneth Maxwell","S","JR",6,0,0,0,0,0,0,"new-mexico",0.8,72,193
"Travis Green","S","SR",5,0,0,1,0,0,0,"new-mexico",0.7,73,209
"Michael Arredondo","LB","SR",4.5,0,0,0,0,0,0,"new-mexico",0.6,73,230
"Michael Walsh","TE","JR",4,0,0,0,0,0,0,"new-mexico",0.6,74,208
"Rommel Mageo","LB","JR",67,2,2,2,1,2,0,"oregon-state",8.9,74,233
"Jonathan Willis","LB","FR",53.5,3.5,2,0,0,1,0,"oregon-state",7.1,73,216
"Caleb Saulo","LB","JR",50,0.5,0,1,0,1,0,"oregon-state",6.7,73,225
"Justin Strong","S","SO",44.5,0,0,0,0,0,0,"oregon-state",5.9,71,198
"Treston Decoud","CB","JR",40.5,3.5,1,0,5,0,0,"oregon-state",5.4,75,208
"Kyle Peko","DT","SR",34.5,4.5,2,0,2,0,0,"oregon-state",4.6,73,305
"Cyril Noland-Lewis","S","JR",34.5,1,0.5,1,1,0,0,"oregon-state",4.6,73,206
"Manase Hungalu","LB","SO",33,2.5,0,1,0,0,0,"oregon-state",4.4,73,230
"Kendall Hill","CB","JR",33,2,0,0,1,0,0,"oregon-state",4.4,74,204
"Devin Chappell","CB","JR",32,3,0,0,0,0,0,"oregon-state",4.3,74,200
"Jaswha James","LB","SR",31.5,2.5,1,0,1,1,0,"oregon-state",4.2,74,266
"Brandon Arnold","S","SO",30.5,0.5,0,1,0,0,0,"oregon-state",4.1,71,198
"Ricky Ortiz","TE","JR",23,3.5,2,1,0,0,0,"oregon-state",3.1,72,242
"Titus Failauga","DE","SO",22,3,1,0,0,1,0,"oregon-state",2.9,75,258
"Baker Pritchard","DE","SO",21,1.5,1.5,0,1,0,0,"oregon-state",2.8,75,258
"Lavonte Barnett","DE","SR",19.5,4,2,0,1,1,0,"oregon-state",2.6,75,265
"Adam Soesman","S","FR",17,2,0,0,1,1,0,"oregon-state",2.3,73,201
"Gabe Ovgard","S","FR",17,1.5,0,1,0,0,0,"oregon-state",2.3,70,192
"Kyle Haley","LB","JR",17,1,0,0,0,0,0,"oregon-state",2.3,72,220
"Dwayne Williams","CB","FR",16,2.5,0,0,2,0,0,"oregon-state",2.1,69,176
"Larry Scott","CB","SR",15.5,2,0,0,3,0,0,"oregon-state",2.1,72,192
"Sumner Houston","DE","FR",14.5,0,0,0,0,0,0,"oregon-state",1.9,74,280
"Bright Ugwoegbu","LB","FR",14,2,1,0,0,0,0,"oregon-state",1.9,74,217
"Jalen Grimble","DT","SR",12,1.5,0,0,1,0,0,"oregon-state",1.6,74,279
"Kalani Vakameilalo","DT","FR",8.5,3,2,0,1,0,0,"oregon-state",1.1,75,305
"Blake Dees","ILB","SR",81.5,3,0,0,1,3,0,"south-alabama",11.8,72,235
"Jeremy Reaves","CB","SO",80.5,8,0,2,6,3,0,"south-alabama",11.6,71,185
"Kalen Jackson","ILB","JR",59.5,8.5,0,2,1,1,0,"south-alabama",8.6,73,200
"Roman Buchanan","S","JR",52,3,0,2,1,0,0,"south-alabama",7.5,74,210
"Devon Earl","S","JR",46,1.5,0,0,1,3,2,"south-alabama",6.6,70,190
"DeMarion Harper","DL","SR",40,7,2,0,1,0,0,"south-alabama",5.8,75,290
"Margo Reed","CB","SR",34,1.5,0,1,0,0,0,"south-alabama",4.9,67,175
"E.J. May","CB","SR",30,4,0,2,5,0,0,"south-alabama",4.3,70,185
"Tre Alford","DL","SO",27,3.5,2,0,2,1,0,"south-alabama",3.9,70,280
"Akeem Lewis","DE","SR",24,6.5,2,0,0,1,1,"south-alabama",3.5,74,250
"Bull Barge","ILB","FR",24,0.5,0,0,0,0,0,"south-alabama",3.5,70,225
"Jalen Thompson","CB","FR",23.5,2,1,1,5,1,0,"south-alabama",3.4,72,170
"Antonio Carter","S","SR",21,3,1,0,0,1,0,"south-alabama",3,68,195
"Demarius Rancifer","ILB","SR",19.5,1,0,0,1,0,0,"south-alabama",2.8,76,210
"Dondre Chanet","DL","SR",13.5,2.5,0.5,0,1,0,0,"south-alabama",2,73,295
"Nigel Green","CB","SR",12,0,0,0,0,0,0,"south-alabama",1.7,73,170
"Caleb Butler","DL","SO",10,1.5,1,0,1,0,0,"south-alabama",1.4,76,260
"Grant Powell","ILB","JR",8,0,0,0,0,0,0,"south-alabama",1.2,74,225
"Deonta Moore","RB","FR",8,0,0,0,0,0,0,"south-alabama",1.2,70,195
"Andrew Philon","ILB","SR",7,1,0,0,0,0,0,"south-alabama",1,71,225
"Jaylan Daniels","DE","SO",7,0,0,0,0,0,0,"south-alabama",1,75,205
"T'Qwan Robinson","CB","SO",7,0,0,0,0,0,0,"south-alabama",1,73,190
"DeMarrion Buford-Hughes","TE","SR",5.5,0,0,0,0,0,0,"south-alabama",0.8,77,230
"Quinton Dent","CB","JR",5,0,0,0,0,1,0,"south-alabama",0.7,75,170
"Sean Grayer","DE","FR",4.5,1,0.5,0,0,0,0,"south-alabama",0.7,74,240
"Justin Lawler","DE","SO",53.5,9,5,0,1,1,0,"smu",8.3,76,251
"Darrion Richardson","DB","JR",50,2,0,1,4,1,0,"smu",7.8,72,208
"Jonathan Yenga","LB","SR",47.5,0.5,0,0,1,0,0,"smu",7.4,73,224
"Zach Wood","DE","SR",34,9.5,3.5,0,2,0,0,"smu",5.3,75,282
"Kyran Mitchell","LB","FR",34,4.5,0,1,0,0,0,"smu",5.3,72,221
"Shakiel Randolph","DB","SR",34,1.5,0,0,0,0,0,"smu",5.3,76,216
"Jackson Mitchell","LB","JR",32,4,0,0,0,2,0,"smu",5,72,224
"Caleb Tuiasosopo","LB","SR",29,2,0,0,0,0,0,"smu",4.5,74,233
"RC Cox","LB","SO",27.5,1,1,0,0,0,0,"smu",4.3,73,216
"Jordan Wyatt","DB","FR",27.5,1,0,2,2,1,0,"smu",4.3,72,192
"Andrew McCleneghen","DL","SR",27,5,3,0,1,2,0,"smu",4.2,77,266
"Anthony Rhone","LB","SO",24,0,0,1,0,0,0,"smu",3.7,72,229
"Horace Richardson","DB","JR",20,0,0,2,3,0,0,"smu",3.1,72,212
"Robert Seals","LB","SR",19,5,0.5,0,0,1,0,"smu",3,77,236
"Jarvis Pruitt","DL","JR",17.5,4.5,2,0,0,0,0,"smu",2.7,75,255
"David Johnson","DB","SR",17,0.5,0,1,7,0,0,"smu",2.7,71,196
"Troy Castle","DB","SR",17,0,0,0,0,0,0,"smu",2.7,71,204
"Mason Gentry","DE","SO",16.5,2,0,0,1,0,0,"smu",2.6,78,296
"Deon Green","DL","JR",16,1.5,0,0,0,0,0,"smu",2.5,76,293
"William Jeanlys","DB","FR",14,0,0,0,5,1,0,"smu",2.2,74,190
"Carlos Carroll","LB","SO",13.5,1.5,0,0,0,0,0,"smu",2.1,75,228
"Matt McNew","LB","FR",9.5,0,0,0,0,0,0,"smu",1.5,75,222
"Jesse Montgomery","DB","SO",9,0,0,1,1,0,0,"smu",1.4,73,176
"Zelt Minor","DE","JR",7.5,2,1,0,0,0,0,"smu",1.2,74,283
"Ajee Montes","DB","JR",5.5,0,0,0,0,0,0,"smu",0.9,72,196
"Steve Longa","LB","JR",96.5,5,2,0,2,2,0,"rutgers",15,73,225
"Quentin Gause","LB","SR",78,12,1,0,2,0,0,"rutgers",12.1,73,235
"Kaiwan Lewis","LB","SR",56,4,0,2,0,0,0,"rutgers",8.7,72,230
"Isaiah Wharton","DB","FR",47.5,3,0,1,10,0,0,"rutgers",7.4,73,210
"Anthony Cioffi","DB","JR",41.5,3.5,1.5,4,3,0,0,"rutgers",6.4,72,200
"Quanzell Lambert","DL","JR",32.5,7.5,2.5,0,2,0,0,"rutgers",5,73,260
"Kiy Hester","DB","FR",30.5,1.5,0,1,5,0,0,"rutgers",4.7,72,215
"Blessuan Austin","DB","FR",30,2,0,1,4,1,0,"rutgers",4.7,73,185
"Julian Pinnix-Odrick","DL","JR",26.5,3,1,0,3,2,0,"rutgers",4.1,77,275
"Saquan Hampton","DB","FR",26,1,0,1,2,0,0,"rutgers",4,73,190
"Andre Hunt","DB","SO",21.5,2.5,1,1,2,0,0,"rutgers",3.3,72,200
"Darnell Davis, Jr.","LB","SO",19.5,3,0,0,0,0,0,"rutgers",3,74,250
"Sebastian Joseph","DL","SO",18.5,5.5,1,0,0,0,0,"rutgers",2.9,76,295
"Djwany Mera","DL","SR",16.5,1.5,0,0,0,1,0,"rutgers",2.6,76,265
"Davon Jacobs","DB","JR",15,0,0,0,2,0,0,"rutgers",2.3,72,195
"Kevin Wilkins","DL","FR",11,4.5,0.5,1,0,0,0,"rutgers",1.7,75,295
"Jarius Adams","DB","FR",10.5,1,0,0,2,0,0,"rutgers",1.6,70,180
"Kemoko Turay","DE","SO",8.5,3,2,0,2,0,1,"rutgers",1.3,78,240
"Deonte Roberts","LB","FR",8.5,0,0,0,0,0,0,"rutgers",1.3,73,220
"Josh Hicks","RB","SO",6,0,0,1,0,0,0,"rutgers",0.9,70,215
"Isaiah Johnson","LB","JR",5.5,1,0,0,0,0,0,"rutgers",0.9,74,225
"Vance Matthews","WR","JR",4.5,0,0,0,0,0,0,"rutgers",0.7,76,200
"Trevor Morris","LB","FR",4.5,0,0,0,0,0,0,"rutgers",0.7,74,205
"Jimmy Hogan","DL","FR",3.5,2.5,1.5,0,0,0,0,"rutgers",0.5,76,250
"Jon Bateky","DL","FR",3.5,1,0,0,1,0,0,"rutgers",0.5,76,265
"Blake Richmond","DB","SR",73,3.5,0,1,6,2,0,"unlv",10.9,75,205
"Ryan McAleenan","LB","JR",69,4,1.5,1,4,1,0,"unlv",10.3,74,220
"Peni Vea","DB","SR",65,3,1,1,4,1,0,"unlv",9.7,73,205
"Tau Lotulelei","LB","JR",55,11.5,3,0,0,0,0,"unlv",8.2,73,230
"Torry McTyer","DB","JR",46.5,2,0.5,0,10,1,0,"unlv",6.9,72,180
"Sonny Sanitoa","DL","SR",30.5,3,1,1,4,0,0,"unlv",4.5,75,270
"Troy Hawthorne","DB","JR",29,0,0,1,0,0,0,"unlv",4.3,75,210
"Kenny Keys","DB","SR",28.5,1,0,1,0,1,0,"unlv",4.2,76,200
"Tim Hough","DB","FR",28.5,1,0,4,4,0,0,"unlv",4.2,71,190
"Kimble Jensen","DB","SR",27,2.5,0,0,1,0,0,"unlv",4,72,215
"Mike Hughes Jr.","DL","SO",19,3.5,0,0,1,2,0,"unlv",2.8,74,310
"Jason Fao","DL","SO",18,1,0,0,1,0,0,"unlv",2.7,72,300
"Matt Lea","LB","SO",18,0,0,0,0,0,0,"unlv",2.7,70,215
"Darius Mouton","DB","FR",18,0,0,0,2,0,0,"unlv",2.7,70,165
"Fred Wilson","DB","SR",16.5,1,0,1,1,0,1,"unlv",2.5,72,180
"Dominic Baldwin","DL","JR",13.5,1,0,0,0,0,0,"unlv",2,77,265
"Najee Johnson","LB","SR",13.5,1,0,0,1,0,0,"unlv",2,76,220
"Jeremiah Valoaga","DL","JR",11,4,1,0,2,0,0,"unlv",1.6,78,260
"Tuli Fakauho","DL","SR",10.5,1,0,0,0,0,0,"unlv",1.6,73,330
"Iggy Porchia","LB","JR",9,1,0,0,0,0,0,"unlv",1.3,74,245
"Mark Finau","DL","SO",8,2,0,0,0,0,0,"unlv",1.2,75,230
"Jay'Onn Myles","DB","JR",7,0,0,1,3,0,0,"unlv",1,68,165
"Antonio Zepeda","TE","SO",6,0,0,0,0,0,0,"unlv",0.9,78,265
"Trent Langham","LB","JR",5.5,0,0,1,0,0,0,"unlv",0.8,74,205
"Dalton Baker","DB","FR",5,0,0,0,0,0,0,"unlv",0.7,71,185
"Dominique Tovell","LB","SR",65.5,14.5,7,0,3,2,0,"ul-lafayette",10.2,74,235
"Tracy Walker","DB","SO",64,5,0,1,6,1,0,"ul-lafayette",9.9,74,198
"Otha Peters","LB","JR",54.5,6,0,0,1,0,0,"ul-lafayette",8.5,74,228
"Zachary DeGrange","DB","SR",41.5,5.5,3,1,6,0,0,"ul-lafayette",6.4,70,193
"Savion Brown","DB","JR",36,2.5,0,3,6,0,0,"ul-lafayette",5.6,74,218
"Travis Crawford","DB","SO",36,0,0,0,4,0,1,"ul-lafayette",5.6,71,193
"Taboris Lee","DL","SO",29.5,5,1,0,1,0,0,"ul-lafayette",4.6,74,284
"Tre'maine Lightfoot","LB","JR",25,3.5,0,0,2,0,0,"ul-lafayette",3.9,72,230
"Trey Granier","LB","JR",23.5,4,0,0,0,0,0,"ul-lafayette",3.6,73,231
"Chris Prater","DL","SR",20.5,3,0,0,0,1,0,"ul-lafayette",3.2,77,258
"T.J. Posey","LB","SO",19,0.5,0,0,0,0,0,"ul-lafayette",2.9,72,242
"Dominick Jones","DB","JR",17.5,4.5,2,0,2,0,0,"ul-lafayette",2.7,71,189
"Karmichael Dunbar","DL","JR",17.5,3,0,0,0,0,0,"ul-lafayette",2.7,74,317
"Jevante Watson","DB","SR",16,1,0,0,1,0,0,"ul-lafayette",2.5,70,182
"Blain Winston","DL","SO",15.5,4,3,0,1,0,0,"ul-lafayette",2.4,76,300
"Troy McCollum","DB","SO",15,0,0,0,11,0,0,"ul-lafayette",2.3,72,177
"Kevin Fouquier","LB","JR",14.5,2.5,0,0,1,1,0,"ul-lafayette",2.2,76,235
"Christian Goodlett","DB","JR",14.5,0,0,0,0,0,0,"ul-lafayette",2.2,72,185
"Darzil Washington","LB","SR",14,7.5,2,0,0,0,0,"ul-lafayette",2.2,75,243
"Tyren Alexander","LB","SR",11,1,1,0,0,0,0,"ul-lafayette",1.7,72,210
"Remaine Douglas","DL","JR",10.5,2,1,0,1,0,0,"ul-lafayette",1.6,75,303
"LaDarrius Kidd","DL","FR",10,0,0,0,0,0,0,"ul-lafayette",1.6,75,300
"Montrel Carter","RB","SR",10,0,0,0,0,0,0,"ul-lafayette",1.6,70,195
"Ross Duhon","LB","SO",9,1,0,0,0,0,0,"ul-lafayette",1.4,74,210
"Reginald Miles","DB","SO",8.5,0,0,0,0,0,0,"ul-lafayette",1.3,68,178
"Anthony Wint","LB","SO",64.5,5.5,0.5,1,2,0,0,"florida-international",9.7,72,224
"Richard Leonard","CB","SR",52,2.5,0,1,8,0,0,"florida-international",7.9,69,189
"Tyree Johnson","S","FR",51.5,1,0,0,4,1,0,"florida-international",7.8,69,188
"Jeremiah McKinnon","CB","SR",48,2.5,0.5,3,8,1,0,"florida-international",7.3,73,194
"Jephete Matilus","LB","SR",41,5,2,0,0,0,0,"florida-international",6.2,73,230
"Lars Koht","DT","SR",37.5,8,4,0,0,1,0,"florida-international",5.7,77,283
"Niko Gonzalez","S","SO",36,2.5,0,2,4,0,0,"florida-international",5.4,71,191
"Michael Wakefield","DE","SR",33.5,15,7.5,0,2,4,0,"florida-international",5.1,75,263
"Denzell Perine","DE","SR",33,10.5,4.5,0,3,2,0,"florida-international",5,75,256
"Vontarius West","LB","SO",30.5,3.5,0,0,0,1,0,"florida-international",4.6,72,203
"Xavier Hines","CB","SO",28.5,1.5,1,0,0,0,0,"florida-international",4.3,71,189
"Treyvon Williams","LB","JR",26.5,1.5,0,0,0,0,0,"florida-international",4,72,229
"Mark Bruno","DB","FR",22.5,2,1,1,4,1,0,"florida-international",3.4,70,178
"Deonte Wilson","S","JR",15,1,0,0,0,0,0,"florida-international",2.3,72,190
"De'Shawn Hazziez","LB","JR",14.5,0,0,0,0,0,0,"florida-international",2.2,74,214
"Imarjaye Albury","DT","JR",12,0.5,0,0,0,0,0,"florida-international",1.8,73,293
"Luis Rosado","LB","SR",11,0,0,0,0,0,0,"florida-international",1.7,74,231
"Darrian Dyson","DT","SR",10.5,1,0.5,0,1,0,0,"florida-international",1.6,76,296
"Jordan Guest","LB","SO",9.5,0,0,0,0,0,0,"florida-international",1.4,76,221
"Marques Cheeks","DT","JR",8.5,0.5,0,0,0,0,0,"florida-international",1.3,75,290
"Josh Glanton","DL","JR",7.5,0,0,0,0,0,0,"florida-international",1.1,75,263
"Emmanuel Lubin","DB","FR",7,0,0,0,0,0,0,"florida-international",1.1,73,187
"Wilkenson Myrtil","CB","JR",6.5,0.5,0,0,4,0,0,"florida-international",1,72,196
"Leonard Washington","DT","JR",5.5,1.5,0,0,0,0,1,"florida-international",0.8,72,295
"Lamarq Caldwell","RB","SR",5.5,0,0,0,0,0,0,"florida-international",0.8,72,223
"Kaden Elliss","LB","FR",70,7.5,1,0,0,0,0,"idaho",10,75,216
"Broc Westlake","LB","SR",68,3,0,0,2,0,0,"idaho",9.7,75,235
"Chris Edwards","LB","SR",55.5,8,1,1,3,1,1,"idaho",7.9,74,215
"Marc Millan","LB","SR",54.5,3,0,2,0,2,0,"idaho",7.8,73,221
"Quinton Bradley","DE","SR",46,15,5,0,6,1,0,"idaho",6.6,75,259
"Jordan Grabski","DB","SO",43,2,0,0,0,0,0,"idaho",6.1,72,189
"Kendrick Trotter","CB","JR",39,1,0,0,0,0,0,"idaho",5.6,71,176
"Russell Siavii","S","JR",39,1,0,2,2,0,1,"idaho",5.6,74,208
"Dorian Clark","DB","SO",36.5,3,1,1,5,0,0,"idaho",5.2,72,182
"Armond Hawkins","CB","SO",33,4,1,0,0,1,0,"idaho",4.7,70,209
"Tueni Lupeamanu","DL","JR",30.5,1.5,1,0,1,0,0,"idaho",4.4,73,305
"Ed Hall","LB","FR",25,1.5,0,0,0,2,0,"idaho",3.6,72,209
"Ryan Edwards","DL","SR",24.5,3,0,0,1,0,0,"idaho",3.5,75,323
"Kevin Shelton","DL","SO",20.5,1,0,0,0,1,0,"idaho",2.9,75,265
"Kaylyn Ayers","DE","SR",18,5,1,0,0,2,0,"idaho",2.6,74,261
"Khalin Smith","TE","JR",18,2,1,0,2,0,0,"idaho",2.6,77,245
"D.J. Hampton","S","JR",17.5,1,0,0,1,0,0,"idaho",2.5,71,188
"Glen Antoine","DL","JR",13,0,0,0,0,0,0,"idaho",1.9,76,325
"Jayshawn Jordan","CB","SR",9.5,0,0,0,0,0,0,"idaho",1.4,69,185
"Tony Lashley","LB","SO",7.5,0,0,0,0,0,0,"idaho",1.1,73,236
"Kevin White","DE","JR",4,0,0,0,1,0,0,"idaho",0.6,76,263
"Garren Jackson","DL","JR",4,0,0,0,0,0,0,"idaho",0.6,75,225
"Desmond Banks","S","SO",3,0,0,0,1,0,0,"idaho",0.4,75,206
"Isaiah Saunders","RB","FR",3,0,0,0,0,0,0,"idaho",0.4,70,228
"Trent 'Buck' Cowan","TE","JR",2,1,0,0,0,1,0,"idaho",0.3,75,224
"TJ Ricks","LB","JR",85,4.5,2.5,1,7,1,1,"old-dominion",11.8,72,226
