"gid","seas","wk","team","temp","humd","wspd","ou","sprfor","ptsfor","Sunday","Indoors","Precipitation","GoodConditions","VeryHot","VeryCold","VeryHumid","VeryWindy","BadWeather","NaturalSurface","expectedpts","expectedwin","win","tie","home","opp","ptsagainst","uid","ptdiff","STID","SOID","gm","oppgm","seasSumWins.postgame","seasSumPtDiff.postgame","seasAvgPtDiff","prevPtsAgainst","prevBye","prevWin","prevCumWin","prevPtDiff","prevCumPtDiff","prevAvgPtDiff","prevOppPtsAgainst","prevOppWin","prevOppBye","prevOppCumWin","prevOppPtDiff","prevOppCumPtDiff","prevOppAvgPtDiff"
180,2000,13,"CHI",53,100,11,36.5,7,10,1,0,1,0,0,0,1,0,1,1,14.75,0,0,0,0,"NYJ",17,180,-7,"CHI2000","NYJ2000",12,12,3,-191,-15.9166666666667,10,0,1,3,-9,-184,-16.7272727272727,3,1,0,7,17,-86,-7.81818181818182
202,2000,14,"CHI",33,77,6,39.5,6,1,0,0,1,0,1,1,0,1,1,2.5,18.5,0,0,0,1,"GB",28,4282,-27,"CHI2000","GB2000",13,13,3,-218,-16.7692307692308,17,0,0,3,-7,-191,-15.9166666666667,31,0,0,5,-17,-137,-11.4166666666667
205,2000,15,"CHI",36,85,12,36,24,1,0,1,0,0,1,1,0,1,1,-2,19,1,1,0,1,"NE",17,4285,-16,"CHI2000","NE2000",14,14,4,-234,-16.7142857142857,28,0,0,3,-27,-218,-16.7692307692308,24,1,0,4,-24,-178,-13.6923076923077
231,2000,16,"CHI",58,68,6,46,7,0,1,0,0,1,0,0,0,0,0,1,19.5,0,0,0,0,"SF",17,231,-17,"CHI2000","SF2000",15,15,4,-251,-16.7333333333333,17,0,1,4,-16,-234,-16.7142857142857,31,0,0,5,-30,-180,-12.8571428571429
239,2000,17,"CHI",68,58.639029322548,0,37,9,23,1,1,0,1,0,0,0,0,0,0,14,0,1,0,0,"DET",20,239,3,"CHI2000","DET2000",16,16,5,-248,-15.5,17,0,0,4,-17,-251,-16.7333333333333,7,1,0,9,3,-126,-8.4
276,2001,2,"CHI",63,97,5,43,17,1,0,0,0,0,0,1,0,1,1,3.5,19.75,0,1,0,1,"MIN",10,4345,-9,"CHI2001","MIN2001",2,2,1,-20,-10,17,0,0,0,-11,-11,-11,24,0,0,0,-23,-23,-23
334,2001,6,"CHI",68,61,8,35,1.5,24,1,0,0,0,0,0,0,0,0,1,16.75,0,1,0,0,"CIN",0,323,24,"CHI2001","CIN2001",5,6,4,20,4,13,0,1,3,-12,-4,-1,14,1,0,3,-13,-61,-12.2
348,2001,7,"CHI",46,51,15,37.5,37,1,0,0,1,0,1,0,1,1,1,-2,19.75,1,1,0,1,"SF",31,4417,-30,"CHI2001","SF2001",6,6,5,-10,-1.66666666666667,0,0,1,4,24,20,4,31,1,1,4,6,-46,-9.2
362,2001,8,"CHI",54,45,10,34,27,1,0,0,1,0,0,0,0,0,1,-4,19,1,1,0,1,"CLE",21,4431,-20,"CHI2001","CLE2001",7,7,6,-30,-4.28571428571429,31,0,1,5,-30,-10,-1.66666666666667,14,1,1,4,-13,-50,-8.33333333333333
375,2001,9,"CHI",48,58,8,38,12,1,0,0,0,0,0,0,0,0,1,3,17.5,0,0,0,1,"GB",20,4444,-19,"CHI2001","GB2001",8,8,6,-49,-6.125,21,0,1,6,-20,-30,-4.28571428571429,20,1,0,5,-19,-51,-7.28571428571429
400,2001,10,"CHI",80,56,13,35,6,27,1,0,0,0,1,0,0,1,1,1,14.5,0,1,0,0,"TB",24,389,3,"CHI2001","TB2001",9,9,7,-46,-5.11111111111111,20,0,0,6,-19,-49,-6.125,17,1,0,4,3,-39,-4.875
416,2001,11,"CHI",60,58.639029322548,0,46,3,13,1,1,0,1,0,0,0,0,0,0,21.5,0,1,0,0,"MIN",6,405,7,"CHI2001","MIN2001",10,10,8,-39,-3.9,24,0,1,7,3,-46,-5.11111111111111,16,1,0,4,-16,-169,-18.7777777777778
421,2001,12,"CHI",51,58,13,38,13,1,0,0,1,0,0,0,1,1,1,-7,22.5,1,1,0,1,"DET",10,4490,-9,"CHI2001","DET2001",11,11,9,-48,-4.36363636363636,6,0,1,8,7,-39,-3.9,29,0,0,0,-29,-191,-19.1
438,2001,13,"CHI",33,63,12,37,4.5,7,1,0,0,1,0,1,0,0,1,1,16.25,0,0,0,0,"GB",17,427,-10,"CHI2001","GB2001",12,12,9,-58,-4.83333333333333,10,0,1,9,-9,-48,-4.36363636363636,21,1,0,8,7,-56,-5.09090909090909
451,2001,14,"CHI",45,93,10,32,27,1,0,1,0,0,1,1,0,1,1,-1.5,16.75,1,1,0,1,"TB",3,4520,-2,"CHI2001","TB2001",13,13,10,-60,-4.61538461538461,17,0,0,9,-10,-58,-4.83333333333333,12,1,0,7,-11,-66,-5.5
476,2001,15,"CHI",51,43,14,33,0,20,1,0,0,1,0,0,0,1,1,1,16.5,0,1,0,0,"WAS",15,465,5,"CHI2001","WAS2001",14,14,11,-55,-3.92857142857143,3,0,1,10,-2,-60,-4.61538461538461,20,0,0,6,-19,-181,-13.9230769230769
483,2001,16,"CHI",72,58.639029322548,0,37.5,-5.5,24,1,1,0,1,0,0,0,0,0,0,21.5,1,1,0,0,"DET",0,472,24,"CHI2001","DET2001",15,15,12,-31,-2.06666666666667,15,0,1,11,5,-55,-3.92857142857143,47,0,0,1,-33,-253,-18.0714285714286
494,2001,17,"CHI",37,78,14,34,33,1,0,0,0,0,1,1,1,1,1,-4.5,19.25,1,1,0,1,"JAC",13,4563,-12,"CHI2001","JAC2001",16,16,13,-43,-2.6875,0,0,1,12,24,-31,-2.06666666666667,30,0,0,6,-29,-122,-8.13333333333333
552,2002,3,"CHI",53,89,6,40.5,23,1,0,0,0,0,0,1,0,1,0,-1,20.75,1,0,0,1,"NO",29,4610,-28,"CHI2002","NO2002",3,3,2,-49,-16.3333333333333,13,0,1,2,1,-21,-10.5,20,1,0,2,-19,-13,-6.5
592,2002,5,"CHI",46,61,5,44,21,0,0,0,1,0,1,0,0,1,0,-1.5,22.75,1,0,0,1,"GB",34,4650,-34,"CHI2002","GB2002",5,5,2,-89,-17.8,33,0,0,2,-6,-55,-13.75,14,1,0,3,-13,-55,-13.75
611,2002,7,"CHI",68,58.639029322548,0,45,-3,20,1,1,0,1,0,0,0,0,0,0,24,1,0,0,0,"DET",23,589,-3,"CHI2002","DET2002",6,6,2,-92,-15.3333333333333,34,1,0,2,-34,-89,-17.8,31,0,0,1,-7,-115,-23
628,2002,8,"CHI",62,58.639029322548,0,44.5,1,7,1,1,0,1,0,0,0,0,0,0,21.75,0,0,0,0,"MIN",25,606,-18,"CHI2002","MIN2002",7,7,2,-110,-15.7142857142857,23,0,0,2,-3,-92,-15.3333333333333,20,0,0,1,-13,-129,-21.5
638,2002,9,"CHI",38,93,7,39,13,1,0,1,0,0,1,1,0,1,0,6.5,16.25,0,0,0,1,"PHI",19,4696,-18,"CHI2002","PHI2002",8,8,2,-128,-16,25,0,0,2,-18,-110,-15.7142857142857,3,1,0,5,-3,-16,-2.28571428571429
652,2002,10,"CHI",60,67,16,40.5,30,1,0,0,0,0,0,0,1,1,0,3.5,18.5,0,0,0,1,"NE",33,4710,-32,"CHI2002","NE2002",9,9,2,-160,-17.7777777777778,19,0,0,2,-18,-128,-16,7,1,0,4,31,-53,-6.625
678,2002,11,"CHI",74,58.639029322548,0,44,10,16,0,1,0,1,0,0,0,0,0,0,17,0,0,0,0,"STL",21,656,-5,"CHI2002","STL2002",10,10,2,-165,-16.5,33,0,0,2,-32,-160,-17.7777777777778,24,1,0,4,-23,-121,-13.4444444444444
682,2002,12,"CHI",45,44,4,38,20,1,0,0,0,0,1,0,0,1,0,-5.5,21.75,1,1,0,1,"DET",17,4740,-16,"CHI2002","DET2002",11,11,3,-181,-16.4545454545455,21,0,0,2,-5,-165,-16.5,31,0,0,3,-30,-203,-20.3
700,2002,13,"CHI",23,60,10,38.5,9.5,20,1,0,1,0,0,1,0,0,1,1,14.5,0,0,0,0,"GB",30,678,-10,"CHI2002","GB2002",12,12,3,-191,-15.9166666666667,17,0,1,3,-16,-181,-16.4545454545455,21,0,0,8,-14,-79,-7.18181818181818
726,2002,14,"CHI",72,84,14,37,9.5,9,0,0,0,0,0,0,1,1,1,1,13.75,0,0,0,0,"MIA",27,704,-18,"CHI2002","MIA2002",13,13,3,-209,-16.0769230769231,30,0,0,3,-10,-191,-15.9166666666667,38,0,0,7,-17,-106,-8.83333333333333
729,2002,15,"CHI",43,75,8,36.5,20,1,0,0,0,0,1,1,0,1,0,6.5,15,0,1,0,1,"NYJ",13,4787,-12,"CHI2002","NYJ2002",14,14,4,-221,-15.7857142857143,27,0,0,3,-18,-209,-16.0769230769231,13,1,0,7,-12,-137,-10.5384615384615
773,2002,17,"CHI",38,47,7,33.5,0,1,0,0,0,0,1,0,0,1,0,6.5,13.5,0,0,0,1,"TB",15,4831,-14,"CHI2002","TB2002",16,16,4,-245,-15.3125,24,0,0,4,-10,-231,-15.4,17,0,0,11,-17,-45,-3
816,2003,2,"CHI",64,58.639029322548,0,45,8.5,13,1,1,0,1,0,0,0,0,0,0,18.25,0,0,0,0,"MIN",24,783,-11,"CHI2003","MIN2003",2,2,0,-53,-26.5,49,0,0,0,-42,-42,-42,25,1,0,1,5,5,5
845,2003,4,"CHI",58,46,3,41.5,23,0,0,0,0,0,0,0,0,0,1,4,18.75,0,0,0,1,"GB",38,4892,-38,"CHI2003","GB2003",3,4,0,-91,-30.3333333333333,24,1,0,0,-11,-53,-26.5,20,0,0,1,-7,-41,-13.6666666666667
849,2003,5,"CHI",58,59,8,42.5,24,1,0,0,1,0,0,0,0,0,1,4,19.25,0,1,0,1,"OAK",21,4896,-20,"CHI2003","OAK2003",4,5,1,-111,-27.75,38,0,0,0,-38,-91,-30.3333333333333,31,1,0,2,-30,-75,-18.75
868,2003,6,"CHI",76,58.639029322548,0,42,5.5,13,1,1,0,1,1,0,0,0,1,0,18.25,0,0,0,0,"NO",20,835,-7,"CHI2003","NO2003",5,6,1,-118,-23.6,21,0,1,1,-20,-111,-27.75,19,0,0,1,-6,-101,-20.2
885,2003,7,"CHI",63,84,8,41.5,11,17,1,0,0,1,0,0,1,0,1,0,15.25,0,0,0,0,"SEA",24,852,-7,"CHI2003","SEA2003",6,6,1,-125,-20.8333333333333,20,0,0,1,-7,-118,-23.6,19,1,0,4,-18,-33,-6.6
890,2003,8,"CHI",46,70,10,37,24,1,0,0,0,0,1,0,0,1,1,-3,20,1,1,0,1,"DET",16,4937,-15,"CHI2003","DET2003",7,7,2,-140,-20,24,0,0,1,-7,-125,-20.8333333333333,38,0,0,1,-37,-118,-19.6666666666667
905,2003,9,"CHI",57,96,11,40,20,1,0,1,0,0,0,1,0,1,1,-2.5,21.25,1,1,0,1,"SD",7,4952,-6,"CHI2003","SD2003",8,8,3,-146,-18.25,16,0,1,2,-15,-140,-20,26,0,0,1,-26,-101,-14.4285714285714
919,2003,10,"CHI",72,58.639029322548,0,37.5,2,10,1,1,0,1,0,0,0,0,0,0,17.75,0,0,0,0,"DET",12,886,-2,"CHI2003","DET2003",9,9,3,-148,-16.4444444444444,7,0,1,3,-6,-146,-18.25,13,1,0,2,-12,-138,-17.25
932,2003,11,"CHI",48,93,8,42,21,1,0,1,0,0,0,1,0,1,1,6,18,0,0,0,1,"STL",23,4979,-22,"CHI2003","STL2003",10,10,3,-170,-17,12,0,0,3,-2,-148,-16.4444444444444,22,1,0,6,-21,-98,-10.8888888888889
952,2003,12,"CHI",18,43,8,39.5,10.5,19,1,0,0,1,0,1,0,0,1,1,14.5,0,1,0,0,"DEN",10,919,9,"CHI2003","DEN2003",11,11,4,-161,-14.6363636363636,23,0,0,3,-22,-170,-17,8,1,0,6,-7,-60,-6
982,2003,14,"CHI",35,78,16,39,7,21,1,0,0,0,0,1,1,1,1,1,16,0,0,0,0,"GB",34,949,-13,"CHI2003","GB2003",13,13,5,-176,-13.5384615384615,3,0,1,5,-2,-163,-13.5833333333333,22,0,0,6,-8,-111,-9.25
995,2003,15,"CHI",33,78,6,40.5,13,1,0,0,0,0,1,1,0,1,1,3,18.75,0,1,0,1,"MIN",10,5042,-9,"CHI2003","MIN2003",14,14,6,-185,-13.2142857142857,34,0,0,5,-13,-176,-13.5384615384615,7,1,0,8,-6,-140,-10.7692307692308
1015,2003,16,"CHI",46,47,22,35,27,1,0,0,1,0,1,0,1,1,1,-4,19.5,1,1,0,1,"WAS",24,5062,-23,"CHI2003","WAS2003",15,15,7,-208,-13.8666666666667,10,0,1,6,-9,-185,-13.2142857142857,27,0,0,5,-26,-169,-12.0714285714286
1035,2003,17,"CHI",46,42,6,45,9.5,3,1,0,0,1,0,1,0,0,1,1,17.75,0,0,0,0,"KC",31,1002,-28,"CHI2003","KC2003",16,16,7,-236,-14.75,24,0,1,7,-23,-208,-13.8666666666667,45,0,0,12,-25,-112,-7.46666666666667
1074,2004,2,"CHI",74,41,15,41,8.5,21,1,0,0,1,0,0,0,1,1,1,16.25,0,1,0,0,"GB",10,1030,11,"CHI2004","GB2004",2,2,1,-8,-4,20,0,0,0,-19,-19,-19,14,1,0,1,10,10,10
1092,2004,3,"CHI",64,58.639029322548,0,44.5,9,22,1,1,0,1,0,0,0,0,0,0,17.75,0,0,0,0,"MIN",27,1048,-5,"CHI2004","MIN2004",3,3,1,-13,-4.33333333333333,10,0,1,1,11,-8,-4,27,0,0,1,-11,-27,-13.5
1102,2004,4,"CHI",61,33,20,39,9,1,0,0,1,0,0,0,1,1,1,9,15,0,0,0,1,"PHI",19,5138,-18,"CHI2004","PHI2004",4,4,1,-31,-7.75,27,0,0,1,-5,-13,-4.33333333333333,13,1,0,3,17,-15,-5
1129,2004,6,"CHI",42,55,12,34,10,1,0,0,1,0,1,0,0,1,1,-1,17.5,1,0,0,1,"WAS",13,5165,-12,"CHI2004","WAS2004",5,6,1,-43,-8.6,19,1,0,1,-18,-31,-7.75,17,0,0,1,-16,-56,-11.2
1153,2004,7,"CHI",80,58,7,32,7,7,1,0,1,0,1,0,0,0,1,1,12.5,0,0,0,0,"TB",19,1109,-12,"CHI2004","TB2004",6,7,1,-55,-9.16666666666667,13,0,0,1,-12,-43,-8.6,28,0,0,1,-7,-44,-7.33333333333333
1167,2004,8,"CHI",50,76,7,36,23,1,0,0,0,0,0,1,0,1,1,-2,19,1,1,0,1,"SF",13,5203,-12,"CHI2004","SF2004",7,7,2,-67,-9.57142857142857,19,0,0,1,-12,-55,-9.16666666666667,22,0,1,1,-8,-115,-19.1666666666667
1175,2004,9,"CHI",71,53,22,35,9,28,1,0,0,0,0,0,0,1,1,0,13,0,1,0,0,"NYG",21,1131,7,"CHI2004","NYG2004",8,8,3,-60,-7.5,13,0,1,2,-12,-67,-9.57142857142857,13,1,0,5,21,-19,-2.71428571428571
1193,2004,10,"CHI",56,61,9,34.5,5.5,19,1,0,0,0,0,0,0,0,0,1,14.5,0,1,0,0,"TEN",17,1149,2,"CHI2004","TEN2004",9,9,4,-58,-6.44444444444444,21,0,1,3,7,-60,-7.5,20,1,1,3,-19,-89,-11.125
1200,2004,11,"CHI",43,50,3,44.5,10,1,0,0,0,0,1,0,0,1,1,7.5,18.5,0,0,0,1,"IND",41,5236,-40,"CHI2004","IND2004",10,10,4,-98,-9.8,17,0,1,4,2,-58,-6.44444444444444,14,1,0,6,-13,-102,-11.3333333333333
1213,2004,12,"CHI",61,37,10,36,3.5,7,0,0,0,1,0,0,0,0,0,0,16.25,0,0,0,0,"DAL",21,1169,-14,"CHI2004","DAL2004",11,11,4,-112,-10.1818181818182,41,0,0,4,-40,-98,-9.8,30,0,0,3,-20,-207,-20.7
1230,2004,13,"CHI",45,73,14,41,24,1,0,0,0,0,1,1,1,1,1,7.5,16.75,0,1,0,1,"MIN",14,5266,-13,"CHI2004","MIN2004",12,12,5,-125,-10.4166666666667,21,0,0,4,-14,-112,-10.1818181818182,16,1,0,7,-15,-109,-9.90909090909091
1254,2004,14,"CHI",53,55,15,34,7,3,1,0,0,1,0,0,0,1,1,1,13.5,0,0,0,0,"JAC",22,1210,-19,"CHI2004","JAC2004",13,13,5,-144,-11.0769230769231,14,0,1,5,-13,-125,-10.4166666666667,17,0,0,6,-16,-121,-10.0833333333333
1265,2004,15,"CHI",12,44,21,34,5,1,0,0,1,0,1,0,1,1,1,-1,17.5,1,0,0,1,"HOU",24,5301,-23,"CHI2004","HOU2004",14,14,5,-167,-11.9285714285714,22,0,0,5,-19,-144,-11.0769230769231,23,0,0,5,-22,-211,-16.2307692307692
1282,2004,16,"CHI",68,58.639029322548,0,36,6,13,1,1,0,1,0,0,0,0,0,0,15,0,0,0,0,"DET",19,1238,-6,"CHI2004","DET2004",15,15,5,-173,-11.5333333333333,24,0,0,5,-23,-167,-11.9285714285714,28,0,0,5,-27,-172,-12.2857142857143
1297,2004,17,"CHI",44,86,12,34,14,1,0,0,0,0,1,1,0,1,1,-3,18.5,1,0,0,1,"GB",31,5333,-30,"CHI2004","GB2004",16,16,5,-203,-12.6875,19,0,0,5,-6,-173,-11.5333333333333,31,1,0,9,3,-172,-11.4666666666667
1338,2005,2,"CHI",76,50,14,33,38,1,0,0,1,1,0,0,1,1,1,1,16,0,1,0,1,"DET",6,5363,-5,"CHI2005","DET2005",2,2,1,-7,-3.5,9,0,0,0,-2,-2,-2,3,1,0,1,-2,-2,-2
1353,2005,3,"CHI",73,90,9,39,7,1,0,1,0,0,0,1,0,1,1,3,18,0,0,0,1,"CIN",24,5378,-23,"CHI2005","CIN2005",3,3,1,-30,-10,6,0,1,1,-5,-7,-3.5,8,1,0,2,-7,7,3.5
1383,2005,5,"CHI",52,83,10,36,3,10,1,0,0,0,0,0,1,0,1,1,16.5,0,0,0,0,"CLE",20,1328,-10,"CHI2005","CLE2005",4,4,1,-40,-10,24,1,0,1,-23,-30,-10,13,0,1,1,-7,-31,-10.3333333333333
1396,2005,6,"CHI",57,47,9,37.5,28,1,0,0,1,0,0,0,0,0,1,-3,20.25,1,1,0,1,"MIN",3,5421,-2,"CHI2005","MIN2005",5,5,2,-42,-8.4,20,0,0,1,-10,-40,-10,30,0,1,1,-20,-87,-21.75
1426,2005,8,"CHI",68,58.639029322548,0,32.5,3,19,1,1,0,1,0,0,0,0,0,0,14.75,0,1,0,0,"DET",13,1371,6,"CHI2005","DET2005",7,7,4,-41,-5.85714285714286,6,0,1,3,-5,-47,-7.83333333333333,10,1,0,3,3,-71,-11.8333333333333
1444,2005,9,"CHI",85,51,0,34,-3,20,1,1,0,1,1,0,0,0,1,1,18.5,1,1,0,0,"NO",17,1389,3,"CHI2005","NO2005",8,9,5,-38,-4.75,13,0,1,4,6,-41,-5.85714285714286,21,0,0,2,-20,-160,-20
1453,2005,10,"CHI",51,56,37,31.5,17,1,0,0,1,0,0,0,1,1,1,-13,22.25,1,1,0,1,"SF",9,5478,-8,"CHI2005","SF2005",9,9,6,-46,-5.11111111111111,17,0,1,5,3,-38,-4.75,24,0,0,2,-23,-207,-25.875
1491,2005,12,"CHI",76,62,10,32.5,3,13,1,0,0,0,1,0,0,0,1,1,14.75,0,1,0,0,"TB",10,1436,3,"CHI2005","TB2005",11,11,8,-45,-4.09090909090909,3,0,1,7,-2,-48,-4.8,27,1,0,7,3,-85,-8.5
1498,2005,13,"CHI",26,68,12,30.5,19,1,0,0,1,0,1,0,0,1,1,-7,18.75,1,1,0,1,"GB",7,5523,-6,"CHI2005","GB2005",12,12,9,-51,-4.25,10,0,1,8,3,-45,-4.09090909090909,19,0,0,2,-5,-106,-9.63636363636364
1522,2005,14,"CHI",32,81,12,30.5,6.5,9,1,0,1,0,0,1,1,0,1,1,12,0,0,0,0,"PIT",21,1467,-12,"CHI2005","PIT2005",13,13,9,-63,-4.84615384615385,7,0,1,9,-6,-51,-4.25,38,0,0,7,-37,-102,-8.5
1557,2005,16,"CHI",34,86,6,31,-6.5,24,1,0,0,0,0,1,1,0,1,1,18.75,1,1,0,0,"GB",17,1502,7,"CHI2005","GB2005",15,15,11,-58,-3.86666666666667,3,0,1,10,-2,-65,-4.64285714285714,48,0,0,3,-45,-175,-12.5
1568,2005,17,"CHI",65,58.639029322548,0,35,4,10,1,1,0,1,0,0,0,0,0,0,15.5,0,0,0,0,"MIN",34,1513,-24,"CHI2005","MIN2005",16,16,11,-82,-5.125,17,0,1,11,7,-58,-3.86666666666667,30,0,0,8,-7,-205,-13.6666666666667
1606,2006,2,"CHI",68,81,7,32,34,1,0,1,0,0,0,1,0,1,1,-8.5,20.25,1,1,0,1,"DET",7,5620,-6,"CHI2006","DET2006",2,2,2,20,10,0,0,1,1,26,26,26,9,0,0,0,-8,-8,-8
1620,2006,3,"CHI",74,58.639029322548,0,35,-3.5,19,1,1,0,1,0,0,0,0,0,0,19.25,1,1,0,0,"MIN",16,1554,3,"CHI2006","MIN2006",3,3,3,23,7.66666666666667,7,0,1,2,-6,20,10,13,1,0,2,-12,-9,-4.5
1645,2006,4,"CHI",69,45,5,35,37,1,0,1,0,0,0,0,0,1,1,-3.5,19.25,1,1,0,1,"SEA",6,5659,-5,"CHI2006","SEA2006",4,4,4,18,4.5,16,0,1,3,3,23,7.66666666666667,30,1,0,3,-29,-35,-11.6666666666667
1693,2006,8,"CHI",46,39,9,42,41,1,0,0,1,0,1,0,0,1,1,-16.5,29.25,1,1,0,1,"SF",10,5707,-9,"CHI2006","SF2006",7,7,7,4,0.571428571428571,23,1,1,6,1,13,2.16666666666667,48,0,1,2,-47,-163,-27.1666666666667
1707,2006,9,"CHI",54,47,8,37.5,13,1,0,0,1,0,0,0,0,0,1,-13.5,25.5,1,0,0,1,"MIA",31,5721,-30,"CHI2006","MIA2006",8,8,7,-26,-3.25,10,0,1,7,-9,4,0.571428571428571,34,0,1,1,-33,-83,-11.8571428571429
1717,2006,10,"CHI",48,81,9,37.5,1.5,38,1,0,1,0,0,0,1,0,1,0,18,0,1,0,0,"NYG",20,1651,18,"CHI2006","NYG2006",9,9,8,-8,-0.888888888888889,31,0,0,7,-30,-26,-3.25,10,1,0,6,-9,-17,-2.125
1733,2006,11,"CHI",47,53,5,38,-7,10,1,0,0,0,0,1,0,0,1,0,22.5,1,1,0,0,"NYJ",0,1667,10,"CHI2006","NYJ2006",10,10,9,2,0.2,20,0,1,8,18,-8,-0.888888888888889,14,1,0,5,3,-122,-13.5555555555556
1752,2006,12,"CHI",54,62,7,37,3.5,13,1,0,0,0,0,0,0,0,0,0,16.75,0,0,0,0,"NE",17,1686,-4,"CHI2006","NE2006",11,11,9,-2,-0.181818181818182,0,0,1,9,10,2,0.2,0,1,0,7,35,30,3
1771,2006,13,"CHI",20,57,15,35,23,1,0,0,0,0,1,0,1,1,1,-9.5,22.25,1,1,0,1,"MIN",13,5785,-12,"CHI2006","MIN2006",12,12,10,-14,-1.16666666666667,17,0,0,9,-4,-2,-0.181818181818182,26,1,0,5,-25,-118,-10.7272727272727
1794,2006,14,"CHI",74,58.639029322548,0,40.5,-6.5,42,0,1,0,1,0,0,0,0,0,0,23.5,1,1,0,0,"STL",27,1728,15,"CHI2006","STL2006",13,13,11,1,0.0769230769230769,13,0,1,10,-12,-14,-1.16666666666667,34,0,0,5,-33,-183,-15.25
1805,2006,15,"CHI",46,46,10,34,34,1,0,1,0,0,1,0,0,1,1,-13.5,23.75,1,1,0,1,"TB",31,5819,-30,"CHI2006","TB2006",14,14,12,-29,-2.07142857142857,27,0,1,11,15,1,0.0769230769230769,17,0,0,3,-16,-232,-17.8461538461538
1815,2006,16,"CHI",68,58.639029322548,0,42,-5,26,1,1,0,1,0,0,0,0,0,0,23.5,1,1,0,0,"DET",21,1749,5,"CHI2006","DET2006",15,15,13,-24,-1.6,31,0,1,12,-30,-29,-2.07142857142857,17,0,0,2,-8,-213,-15.2142857142857
1842,2006,17,"CHI",50,81,10,36,7,1,0,1,0,0,0,1,0,1,1,-3,19.5,1,0,0,1,"GB",26,5856,-25,"CHI2006","GB2006",16,16,13,-49,-3.0625,21,0,1,13,5,-24,-1.6,7,1,0,7,-7,-191,-12.7333333333333
1881,2007,2,"CHI",70,30,11,34.5,20,1,0,0,1,0,0,0,0,0,1,-12,23.25,1,1,0,1,"KC",10,5884,-9,"CHI2007","KC2007",2,2,1,-20,-10,14,0,0,0,-11,-11,-11,20,0,0,0,-17,-17,-17
1900,2007,3,"CHI",79,36,8,41,10,1,0,0,1,1,0,0,0,1,1,-3.5,22.25,1,0,0,1,"DAL",34,5903,-33,"CHI2007","DAL2007",3,3,1,-53,-17.6666666666667,10,0,1,1,-9,-20,-10,20,1,0,2,17,-17,-8.5
1903,2007,4,"CHI",68,58.639029322548,0,45,-3,27,1,1,0,1,0,0,0,0,0,0,24,1,0,0,0,"DET",37,1826,-10,"CHI2007","DET2007",4,4,1,-63,-15.75,34,0,0,1,-33,-53,-17.6666666666667,56,0,0,2,-35,-36,-12
1928,2007,5,"CHI",79,68,5,40.5,3,27,1,0,0,0,1,0,0,0,1,0,18.75,0,1,0,0,"GB",20,1851,7,"CHI2007","GB2007",5,5,2,-56,-11.2,37,0,0,1,-10,-63,-15.75,16,1,0,4,7,-6,-1.5
1933,2007,6,"CHI",55,76,5,37,31,1,0,0,0,0,0,1,0,1,1,-5,21,1,0,0,1,"MIN",34,5936,-33,"CHI2007","MIN2007",6,5,2,-89,-14.8333333333333,20,0,1,2,7,-56,-11.2,23,0,1,1,-22,-30,-7.5
1953,2007,7,"CHI",75,38,7,41.5,5.5,19,1,0,0,1,1,0,0,0,1,1,18,0,1,0,0,"PHI",16,1876,3,"CHI2007","PHI2007",7,6,3,-86,-12.2857142857143,34,0,0,2,-33,-89,-14.8333333333333,9,1,0,2,7,-49,-9.8
1958,2007,8,"CHI",51,41,5,45,7,1,0,0,1,0,0,0,0,0,1,-5,25,1,0,0,1,"DET",16,5961,-15,"CHI2007","DET2007",8,7,3,-101,-12.625,16,0,1,3,3,-86,-12.2857142857143,16,1,0,4,-15,-108,-18
1993,2007,10,"CHI",62,63,14,38,-3,17,1,0,0,1,0,0,0,1,1,1,20.5,1,1,0,0,"OAK",6,1916,11,"CHI2007","OAK2007",9,9,4,-90,-10,16,1,0,3,-15,-101,-12.625,24,0,0,2,-23,-95,-11.875
2011,2007,11,"CHI",46,80,1,37.5,6,23,1,0,0,0,0,1,1,0,1,0,15.75,0,0,0,0,"SEA",30,1934,-7,"CHI2007","SEA2007",10,10,4,-97,-9.7,6,0,1,4,11,-90,-10,0,1,0,5,0,-64,-7.11111111111111
2018,2007,12,"CHI",39,69,13,41,37,1,0,1,0,0,1,0,1,1,1,-1.5,21.25,1,1,0,1,"DEN",34,6021,-33,"CHI2007","DEN2007",11,11,5,-130,-11.8181818181818,30,0,0,4,-7,-97,-9.7,20,1,0,5,-20,-185,-18.5
2043,2007,13,"CHI",46,82,13,41,16,1,0,1,0,0,1,1,1,1,1,1,20,0,0,0,1,"NYG",21,6046,-20,"CHI2007","NYG2007",12,12,5,-150,-12.5,34,0,1,5,-33,-130,-11.8181818181818,41,0,0,7,-40,-116,-10.5454545454545
2046,2007,14,"CHI",26,84,9,37,3,16,0,0,0,1,0,1,1,0,1,1,17,0,0,0,0,"WAS",24,1969,-8,"CHI2007","WAS2007",13,13,5,-158,-12.1538461538462,21,0,0,5,-20,-150,-12.5,17,0,0,5,-16,-151,-12.5833333333333
2077,2007,15,"CHI",65,58.639029322548,0,43,10,13,0,1,0,1,0,0,0,0,0,0,16.5,0,0,0,0,"MIN",20,2000,-7,"CHI2007","MIN2007",14,14,5,-165,-11.7857142857143,24,0,0,5,-8,-158,-12.1538461538462,7,1,0,7,20,-95,-7.30769230769231
