pid,psr,trg,loc,yds,comp,succ,spk,dfb
662543,TB-2650,SD-0537,SL,0,0,0,0,
662544,TB-2650,SD-0537,DL,0,0,0,0,
662547,PM-0200,DT-0900,SR,3,1,0,0,
662548,PM-0200,OD-0100,SR,8,1,1,0,
662549,PM-0200,ES-0200,DR,0,0,0,0,
662550,PM-0200,DT-0900,SL,0,1,0,0,
662551,PM-0200,DT-0900,DR,24,1,1,0,
662552,PM-0200,AC-0100,SL,0,0,0,0,
662554,TB-2650,MW-0500,DL,18,1,1,0,
662555,TB-2650,MW-0500,SL,4,1,1,0,
662560,PM-0200,RH-2350,SR,5,1,1,0,
662564,PM-0200,ES-0200,DL,43,1,1,0,
662565,PM-0200,ES-0200,SL,0,0,0,0,
662568,PM-0200,OD-0100,SL,1,1,1,0,
662572,TB-2650,AP-0700,SR,-1,1,0,0,
662573,TB-2650,AT-0350,SL,5,1,0,0,
662576,PM-0200,OD-0100,SL,0,0,0,0,
662578,PM-0200,DT-0900,SL,4,1,0,0,
662589,PM-0200,ES-0200,SL,8,1,1,0,
662595,TB-2650,AT-0350,DL,0,0,0,0,TW-0600
662596,TB-2650,SD-0537,SL,7,1,1,0,
662597,TB-2650,AT-0350,SR,18,1,1,0,
662598,TB-2650,KR-1200,SR,1,1,0,0,
662599,TB-2650,CP-0750,SR,9,1,1,0,
662603,TB-2650,AT-0350,SR,16,1,0,0,
662607,PM-0200,DT-0900,SR,15,1,1,0,
662608,PM-0200,DT-0900,NL,0,0,0,0,
662609,TB-2650,AP-0700,SM,7,1,1,0,
662610,TB-2650,MW-0500,SL,12,1,1,0,
662613,TB-2650,SD-0537,DR,21,1,1,0,
662616,TB-2650,AT-0350,SR,10,1,0,0,
662619,PM-0200,ES-0200,SR,17,1,1,0,
662620,PM-0200,ES-0200,DM,0,0,0,0,
662621,PM-0200,BF-0950,SR,11,1,1,0,
662627,PM-0200,DT-0900,DL,0,0,0,0,XR-0100
662630,TB-2650,AP-0700,SM,9,1,1,0,
662633,TB-2650,MW-0500,SR,17,1,1,0,
662634,TB-2650,AP-0700,SL,0,0,0,0,
662638,DB-3800,MI-0100,SR,4,1,1,0,
662639,DB-3800,KR-1050,SR,0,0,0,0,
662640,DB-3800,MC-2400,SL,0,0,0,0,TP-0650
662645,BW-0850,TW-2270,SM,8,1,1,0,
662647,BW-0850,TW-2270,DL,0,0,0,0,
662648,BW-0850,JW-6000,SM,9,1,0,0,
662651,DB-3800,WS-0925,SL,11,1,1,0,
662652,DB-3800,BC-2325,DR,0,0,0,0,MC-1350
662653,DB-3800,CS-3400,SR,-1,1,0,0,
662654,DB-3800,WS-0925,DL,19,1,1,0,
662656,DB-3800,BW-0700,SM,21,1,1,0,
662658,DB-3800,MC-2400,SL,2,1,0,0,
662659,DB-3800,MI-0100,SM,3,1,0,0,
662660,DB-3800,BW-0700,SL,7,1,1,0,
662661,DB-3800,JH-4070,SL,3,1,1,0,
662667,BW-0850,JW-6000,SR,7,1,1,0,
662670,BW-0850,JW-6000,SR,13,1,1,0,
662671,BW-0850,GE-0250,SR,0,0,0,0,
662673,BW-0850,CB-1130,SM,14,1,1,0,
662683,DB-3800,KR-1050,SL,-4,1,0,0,
662684,DB-3800,MI-0100,SL,14,1,1,0,
662686,DB-3800,MC-2400,SR,4,1,0,0,
662690,BW-0850,CB-1130,SR,4,1,0,0,
662694,BW-0850,JH-0860,SL,7,1,1,0,
662696,BW-0850,TC-1700,SR,4,1,0,0,
662697,BW-0850,JW-6000,SL,0,0,0,0,BB-3400
662699,DB-3800,BC-2325,SR,0,1,0,0,
662700,DB-3800,MI-0100,SR,5,1,0,0,
662701,DB-3800,BW-0700,SL,2,1,0,0,
662703,BW-0850,TW-2270,DR,0,0,0,0,
662707,DB-3800,MI-0100,SL,11,1,1,0,
662709,DB-3800,MI-0100,SR,14,1,1,0,
662713,BW-0850,CB-1130,SL,7,1,0,0,
662717,DB-3800,BC-2325,DL,0,0,0,0,
662721,BW-0850,TW-2270,SL,0,0,0,0,DB-3750
662725,BW-0850,BB-4100,DL,67,1,1,0,
662726,BW-0850,TW-2270,SL,0,0,0,0,
662727,BW-0850,TW-2270,SR,0,0,0,0,
662734,DB-3800,WS-0925,SL,11,1,1,0,
662735,DB-3800,BC-2325,SL,13,1,1,0,
662737,DB-3800,WS-0925,SR,11,1,1,0,
662739,DB-3800,CS-3400,SR,2,1,0,0,
662740,DB-3800,CS-3400,SR,9,1,1,0,
662744,DB-3800,BC-2325,SL,9,1,0,0,
662749,BW-0850,CB-1130,SL,15,1,1,0,
662756,DB-3800,JH-4070,SR,8,1,1,0,
662757,DB-3800,MC-2400,SL,6,1,1,0,
662758,DB-3800,MI-0100,SL,0,0,0,0,
662759,DB-3800,BC-2325,SR,3,1,0,0,
662760,DB-3800,KR-1050,SR,9,1,1,0,
662762,DB-3800,CS-3400,SR,9,1,1,0,
662774,DB-3800,WS-0925,SL,20,1,1,0,
662775,DB-3800,BC-2325,SL,0,0,0,0,
662777,DB-3800,BC-2325,SR,0,0,0,0,
662779,BW-0850,JW-6000,NL,0,0,0,0,JJ-1650
662780,BW-0850,TW-2270,SR,24,1,1,0,
662781,BW-0850,JW-6000,DM,28,1,1,0,
662782,BW-0850,CB-1130,SM,19,1,1,0,
662783,BW-0850,TW-2270,DL,0,0,0,0,
662784,BW-0850,CB-1130,SR,3,1,0,0,
662785,BW-0850,TW-2270,DL,0,0,0,0,DB-3750
662786,BW-0850,TW-2270,DR,17,1,1,0,
662790,DB-3800,MC-2400,SM,7,1,1,0,
662792,DB-3800,WS-0925,SM,17,1,1,0,
662793,DB-3800,BC-1850,DR,30,1,1,0,
662799,DB-3800,KR-1050,SR,0,0,0,0,
662800,DB-3800,CS-3400,DR,80,1,1,0,
662803,MS-4100,ZZ-0100,SM,4,1,0,0,
662804,MS-4100,CJ-1100,SR,15,1,1,0,
662807,MS-4100,TR-0370,SL,1,1,0,0,
662810,RW-3850,TL-1025,SL,12,1,1,0,
662816,RW-3850,FJ-0100,SR,0,0,0,0,
662818,MS-4100,AA-0025,SR,12,1,1,0,
662819,MS-4100,MB-5175,SR,3,1,0,0,
662824,RW-3850,FJ-0100,SR,26,1,1,0,
662825,RW-3850,JG-2900,SR,0,0,0,0,
662829,MS-4100,AA-0025,SR,-1,1,0,0,
662830,MS-4100,EE-0050,SM,19,1,1,0,
662832,MS-4100,AA-0025,SL,0,0,0,0,
662833,MS-4100,EE-0050,SL,0,0,0,0,CA-1300
662837,RW-3850,JG-2900,SR,6,1,1,0,
662839,RW-3850,FJ-0100,SR,7,1,0,0,
662840,RW-3850,JK-0250,SL,34,1,1,0,
662841,RW-3850,DB-0500,DM,24,1,1,0,
662846,MS-4100,EE-0050,SR,3,1,0,0,
662848,MS-4100,GT-0100,SR,4,1,1,0,
662850,MS-4100,CJ-1100,SL,7,1,1,0,
662851,MS-4100,LM-1500,SR,17,1,1,0,
662853,MS-4100,AA-0025,SR,0,0,0,0,CA-1300
662854,MS-4100,CJ-1100,DR,0,0,0,0,
662858,RW-3850,DB-0500,SR,9,1,1,0,
662861,RW-3850,TL-1025,SM,23,1,1,0,
662869,MS-4100,TR-0370,SM,13,1,1,0,
662870,MS-4100,CJ-1100,SL,0,0,0,0,KW-2500
662871,MS-4100,CJ-1100,DL,0,0,0,0,
662872,MS-4100,TW-3900,SL,0,0,0,0,
662878,RW-3850,FJ-0100,SL,0,0,0,0,
662879,RW-3850,TL-1025,SM,15,1,1,0,
662882,RW-3850,TR-0112,SR,-1,1,0,0,
662883,RW-3850,TL-1025,SL,0,0,0,0,
662886,MS-4100,CJ-1100,DL,0,0,0,0,
662888,MS-4100,CJ-1100,SL,7,1,0,0,
662890,MS-4100,TR-0370,SR,6,1,1,0,
662892,MS-4100,LM-1500,SL,0,0,0,0,
662893,MS-4100,GT-0100,DL,0,0,0,0,CW-2300
662895,RW-3850,LW-1450,SL,6,1,1,0,
662897,RW-3850,LW-1450,SR,9,1,1,0,
662899,RW-3850,CM-0850,SL,21,1,1,0,
662900,RW-3850,TL-1025,SR,8,1,1,0,
662903,RW-3850,BD-0150,SM,12,1,1,0,
662904,RW-3850,LW-1450,DM,0,0,0,0,
662906,MS-4100,GT-0100,SL,3,1,0,0,
662907,MS-4100,AA-0025,SL,0,0,0,0,
662909,MS-4100,TR-0370,SM,10,1,0,0,
662911,RW-3850,DB-0500,SR,3,1,0,0,
662912,RW-3850,DB-0500,DM,0,0,0,0,
662913,RW-3850,JG-2900,SR,13,1,1,0,
662919,MS-4100,TR-0370,SR,1,1,0,0,
662920,MS-4100,CJ-1100,SM,6,1,0,0,
662922,RW-3850,JG-2900,SL,6,1,1,0,
662925,RW-3850,JG-2900,SR,4,1,0,0,
662935,MS-4100,CJ-1100,SL,5,1,0,0,
662936,MS-4100,GT-0100,SR,22,1,1,0,
662937,MS-4100,LM-1500,SL,4,1,1,0,
662938,MS-4100,CJ-1100,SL,6,1,1,0,
662940,MS-4100,TW-3900,DR,26,1,1,0,
662943,MS-4100,CJ-1100,SL,10,1,1,0,
662946,RW-3850,JK-0250,DR,50,1,1,0,
662955,RM-0300,AF-0900,SM,7,1,1,0,
662957,RM-0300,DH-3950,SR,10,1,1,0,
662959,RM-0300,DH-3950,SR,7,1,1,0,
662960,RM-0300,AF-0900,SM,9,1,1,0,
662962,RM-0300,KM-3250,DL,0,0,0,0,
662963,RM-0300,AF-0900,SM,0,0,0,0,
662966,MH-1600,CF-0650,SM,4,1,0,0,
662967,MH-1600,TH-1850,SR,0,0,0,0,
662972,RM-0300,DH-3950,SR,14,1,1,0,
662974,RM-0300,AF-0900,SR,-5,1,0,0,
662979,MH-1600,DM-2775,SL,3,1,0,0,
662980,MH-1600,AJ-0900,SR,23,1,1,0,
662981,MH-1600,JD-2550,SL,0,0,0,0,
662982,MH-1600,AJ-0900,SM,4,1,1,0,
662985,RM-0300,KM-3250,SL,8,1,1,0,
662992,MH-1600,TH-1850,SR,12,1,1,0,
662996,MH-1600,AJ-0900,SR,10,1,1,0,
662999,MH-1600,DM-2775,SL,0,0,0,0,
663000,MH-1600,TH-1850,SR,15,1,0,0,
663002,MH-1600,TH-1850,SR,11,1,1,0,
663003,MH-1600,TH-1850,SM,0,0,0,0,
663006,RM-0300,DH-3950,DR,0,0,0,0,
663010,BH-1900,DH-3950,SR,0,0,0,0,
663011,BH-1900,DH-3950,DR,24,1,1,0,
663012,BH-1900,KM-3250,SR,4,1,1,0,
663014,BH-1900,DH-3950,SR,11,1,1,0,
663018,BH-1900,DH-3950,SM,12,1,0,0,
663022,MH-1600,PD-0800,SL,9,1,1,0,
663023,MH-1600,PD-0800,DL,0,0,0,0,
663025,MH-1600,DM-2775,SL,0,0,0,0,KJ-0650
663027,BH-1900,CP-1950,SL,12,1,1,0,
663030,BH-1900,CW-4050,SR,0,0,0,0,
663031,BH-1900,KM-3250,DL,0,0,0,0,
663032,BH-1900,DH-3950,DL,17,1,1,0,
663033,BH-1900,CP-1950,SL,5,1,1,0,
663036,BH-1900,CP-1950,SL,0,0,0,0,
663037,BH-1900,KM-3250,SL,0,0,0,0,
663038,BH-1900,JS-7075,DM,42,1,1,0,
663041,MH-1600,DA-0850,SL,21,1,1,0,
663042,MH-1600,AJ-0900,DL,24,1,1,0,
663050,BH-1900,CF-0375,SM,4,1,0,0,
663054,MH-1600,TH-1850,SR,0,0,0,0,JJ-5000
663056,BH-1900,DH-3950,SL,5,1,1,0,
663058,BH-1900,DH-3950,SL,14,1,1,0,
663060,BH-1900,AF-0900,SR,10,1,1,0,
663061,BH-1900,KM-3250,SL,6,1,1,0,
663063,BH-1900,DH-3950,DM,34,1,1,0,
663065,BH-1900,JS-7075,SL,11,1,1,0,
663068,MH-1600,CF-0650,SR,5,1,1,0,
663073,MH-1600,JR-2775,SR,6,1,1,0,
663074,MH-1600,AJ-0900,SL,14,1,1,0,
663075,MH-1600,JD-2550,SL,0,1,0,0,
663080,MH-1600,AJ-0900,SL,0,0,0,0,KJ-0100
663085,MH-1600,CF-0650,SL,0,0,0,0,KJ-0100
663086,MH-1600,AJ-0900,SR,2,1,1,0,
663089,BH-1900,AF-0900,SM,32,1,1,0,
663090,BH-1900,GG-0400,SM,8,1,1,0,
663092,BH-1900,AF-0900,SL,4,1,1,0,
663094,BH-1900,AB-1975,SM,11,1,1,0,
663095,BH-1900,AF-0900,SR,5,1,0,0,
663096,BH-1900,DH-3950,DL,0,0,0,0,
663099,MH-1600,TH-1850,SR,7,1,1,0,
663103,MH-1600,TH-1850,DR,0,0,0,0,
663104,MH-1600,ZT-0200,SR,0,0,0,0,
663106,BH-1900,DH-3950,DM,21,1,1,0,
663107,BH-1900,AF-0900,SL,12,1,1,0,
663108,BH-1900,KM-3250,SM,5,1,1,0,
663109,BH-1900,AF-0900,SM,3,1,1,0,
663110,BH-1900,KM-3250,DM,0,0,0,0,
663113,MH-1600,TH-1850,DL,43,1,1,0,
663119,JC-6200,MW-3250,SR,3,1,0,0,
663120,JC-6200,JB-2950,SM,8,1,1,0,
663122,JC-6200,MF-1300,SR,9,1,1,0,
663124,JC-6200,MF-1300,SR,0,0,0,0,
663125,JC-6200,MF-1300,SR,1,1,0,0,
663128,AS-1600,TK-0150,SR,4,1,1,0,
663129,AS-1600,JC-2300,SR,0,0,0,0,
663132,JC-6200,MF-1300,SR,3,1,0,0,
663137,JC-6200,MW-3250,SL,9,1,1,0,
663138,JC-6200,MB-1800,SR,0,0,0,0,RP-0200
663141,JC-6200,MW-3250,SR,12,1,1,0,
663144,JC-6200,CM-2245,SL,4,1,0,0,
663145,JC-6200,MF-1300,SL,18,1,1,0,
663146,JC-6200,MB-1800,SL,0,0,0,0,
663147,JC-6200,JL-0280,SM,14,1,1,0,
663150,JC-6200,MF-1300,SL,0,0,0,0,
663153,AS-1600,CC-3950,SR,0,0,0,0,
663154,AS-1600,CC-3950,SR,6,1,1,0,
663155,AS-1600,JM-0200,SM,0,0,0,0,
663159,JC-6200,JB-2950,SR,0,0,0,0,
663161,AS-1600,TK-0150,SR,15,1,1,0,
663165,AS-1600,JC-2300,SM,0,0,0,0,
663167,AS-1600,DT-0850,SL,19,1,1,0,
663174,AS-1600,JM-0200,SR,9,1,1,0,
663175,AS-1600,DT-0850,SL,5,1,1,0,
663176,AS-1600,JM-0200,DL,0,0,0,0,
663177,AS-1600,JC-2300,SM,26,1,1,0,
663178,AS-1600,JC-2300,SL,0,0,0,0,
663182,JC-6200,MB-1800,SR,0,0,0,0,
663184,JC-6200,MM-0900,SR,0,0,0,0,
663187,AS-1600,JM-0200,SL,0,1,0,0,
663188,AS-1600,JM-0200,SM,12,1,1,0,
663189,AS-1600,JM-0200,SR,10,1,1,0,
663190,AS-1600,CC-3950,SL,0,0,0,0,SA-0100
663192,AS-1600,TK-0150,SR,16,1,1,0,
663194,AS-1600,JM-0200,SL,9,1,0,0,
663195,AS-1600,JM-0200,SR,6,1,0,0,
663208,AS-1600,JM-0200,SM,16,1,1,0,
663210,AS-1600,TK-0150,SL,0,0,0,0,
663211,AS-1600,CW-1450,SL,0,0,0,0,
663213,JC-6200,JB-2950,SL,4,1,1,0,
663216,JC-6200,JB-2950,SR,8,1,1,0,
663218,JC-6200,MW-3250,DL,33,1,1,0,
663220,JC-6200,ZM-0250,DR,0,0,0,0,RP-0200
663221,JC-6200,JB-2950,SR,5,1,0,0,
663222,JC-6200,MW-3250,SM,0,0,0,0,
663227,AS-1600,TK-0150,SR,0,0,0,0,
663232,JC-6200,JB-2950,SR,7,1,1,0,
663233,JC-6200,JB-2950,SL,-1,1,0,0,
663237,AS-1600,CW-1450,SL,5,1,1,0,
663239,AS-1600,TK-0150,SR,0,0,0,0,CJ-2175
663241,JC-6200,MB-1800,SR,8,1,1,0,
663243,JC-6200,MM-0900,SR,0,0,0,0,
663244,JC-6200,MB-1800,SL,7,1,1,0,
663245,JC-6200,MB-1800,SL,0,0,0,0,EB-0800
663246,JC-6200,MM-0900,SR,0,0,0,0,
663249,AS-1600,DT-0850,SR,0,0,0,0,
663254,JC-6200,JL-0280,SL,0,0,0,0,
663255,JC-6200,CM-2245,SL,18,1,1,0,
663256,JC-6200,MB-1800,SL,0,0,0,0,EB-0800
663257,JC-6200,MB-1800,SR,11,1,1,0,
663258,JC-6200,MW-3250,SR,6,1,1,0,
663261,JC-6200,KL-0550,DR,0,0,0,0,MP-0950
663262,JC-6200,MW-3250,DL,22,1,1,0,
663267,AS-1600,JM-0200,SR,0,0,0,0,TP-2000
663269,JC-6200,JB-2950,DR,0,0,0,0,TB-2400
663270,JC-6200,CM-2245,DR,20,1,1,0,
663271,JC-6200,MB-1800,SR,0,0,0,0,
663272,JC-6200,CM-2245,SR,10,1,1,0,
663273,JC-6200,MB-1800,DR,0,0,0,0,TB-2400
663274,JC-6200,MW-3250,DL,0,0,0,0,
663276,JC-6200,MB-1800,SL,6,1,1,0,
663277,JC-6200,MF-1300,SL,7,1,1,0,
663280,AS-1600,JM-0200,DM,23,1,1,0,
663281,AS-1600,JM-0200,SR,0,0,0,0,
663284,AD-0100,AG-1500,SL,8,1,1,0,
663287,AD-0100,AG-1500,SR,14,1,1,0,
663289,AD-0100,MJ-2250,DM,44,1,1,0,
663290,AD-0100,TE-0300,SM,14,1,1,0,
663296,RW-3850,JG-2900,SL,4,1,1,0,
663300,RW-3850,JK-0250,DR,30,1,1,0,
663304,AD-0100,AG-1500,DL,22,1,1,0,
663307,AD-0100,TE-0300,SM,0,0,0,0,BW-0150
663312,RW-3850,JG-2900,SR,0,0,0,0,
663313,RW-3850,LW-1450,SM,8,1,0,0,
663315,AD-0100,MJ-2250,SL,5,1,1,0,
663316,AD-0100,TE-0300,SL,0,0,0,0,
663317,AD-0100,MS-0150,DM,21,1,1,0,
663318,AD-0100,GB-0350,SM,8,1,1,0,
663320,AD-0100,TE-0300,SM,0,0,0,0,
663321,AD-0100,AG-1500,SM,9,1,1,0,
663322,AD-0100,MJ-2250,SL,-2,1,0,0,
663324,AD-0100,GB-0350,SL,0,0,0,0,
663329,RW-3850,JK-0250,SM,8,1,1,0,
663335,AD-0100,AG-1500,SR,12,1,1,0,
663342,AD-0100,GB-0350,SM,10,1,1,0,
663346,AD-0100,JH-4025,SM,0,0,0,0,
663347,AD-0100,GB-0350,SR,0,1,0,0,
663348,AD-0100,AG-1500,DR,0,0,0,0,
663349,RW-3850,FJ-0100,SM,8,1,1,0,
663350,RW-3850,DB-0500,SR,11,1,1,0,
663351,RW-3850,DB-0500,SL,13,1,1,0,
663352,RW-3850,TL-1025,SR,0,0,0,0,
663353,RW-3850,TL-1025,DR,22,1,1,0,
663354,RW-3850,JG-2900,SM,22,1,1,0,
663359,RW-3850,JG-2900,SR,4,1,1,0,
663362,RW-3850,DB-0500,DL,46,1,1,0,
663363,RW-3850,JG-2900,SM,0,0,0,0,RM-1600
663365,AD-0100,JH-4025,SR,12,1,1,0,
663367,AD-0100,AG-1500,SR,0,0,0,0,RS-1000
663368,AD-0100,MJ-2250,SR,0,0,0,0,CW-2300
663374,AD-0100,GB-0350,SR,2,1,0,0,
663375,AD-0100,TE-0300,SM,5,1,1,0,
663379,AD-0100,GB-0350,SR,0,0,0,0,
663381,AD-0100,GB-0350,SM,0,0,0,0,
663383,AD-0100,,NL,0,0,0,0,
663388,RW-3850,TL-1025,DR,0,0,0,0,
663393,AD-0100,TE-0300,SR,12,1,1,0,
663395,AD-0100,TE-0300,SL,0,0,0,0,DK-0650
663399,RW-3850,JK-0250,DR,0,0,0,0,
663404,AD-0100,TE-0300,SM,10,1,1,0,
663407,RW-3850,LW-1450,SM,9,1,1,0,
663411,RW-3850,,NL,0,0,0,0,
663413,AD-0100,MJ-2250,SR,5,1,1,0,
663414,AD-0100,MS-0150,SL,10,1,1,0,
663416,AD-0100,MS-0150,SM,25,1,1,0,
663418,AD-0100,MS-0150,SR,6,1,1,0,
663419,AD-0100,MS-0150,SL,7,1,1,0,
663420,AD-0100,TE-0300,SM,7,1,1,0,
663430,AD-0100,GB-0350,SR,1,1,0,0,
663431,AD-0100,MJ-2250,SM,9,1,1,0,
663433,AD-0100,TE-0300,DR,25,1,1,0,
663435,AD-0100,MJ-2250,SR,0,0,0,0,
663441,RW-3850,TL-1025,SR,7,1,1,0,
663444,RW-3850,TL-1025,DR,0,0,0,0,DK-0750
663445,RW-3850,FJ-0100,SR,9,1,0,0,
663447,AD-0100,TE-0300,SL,5,1,1,0,
663448,AD-0100,AG-1500,SM,13,1,1,0,
663450,AD-0100,MJ-2250,SR,0,0,0,0,
663454,RW-3850,FJ-0100,SR,12,1,1,0,
663455,RW-3850,LW-1450,SM,0,0,0,0,VR-0200
663458,AD-0100,TE-0300,SR,12,1,1,0,
663468,KC-2350,PG-0100,SM,11,1,0,0,
663472,MR-2500,JT-0300,SM,25,1,1,0,
663473,MR-2500,JJ-4700,DM,0,0,0,0,
663474,MR-2500,JJ-4700,DM,0,0,0,0,
663476,KC-2350,MJ-2275,SR,17,1,1,0,
663479,KC-2350,DC-0775,DL,0,0,0,0,
663482,MR-2500,JT-0300,SR,4,1,0,0,
663483,MR-2500,JT-0300,SM,11,1,1,0,
663485,MR-2500,JT-0300,SR,10,1,0,0,
663486,MR-2500,TW-0650,SR,0,0,0,0,
663489,KC-2350,CT-1220,SM,14,1,1,0,
663493,KC-2350,PG-0100,DL,21,1,1,0,
663496,KC-2350,CT-1220,SR,3,1,0,0,
663499,KC-2350,PG-0100,SM,0,0,0,0,
663500,KC-2350,DC-0775,SM,7,1,1,0,
663503,MR-2500,JT-0300,SR,0,0,0,0,
663505,MR-2500,LH-0600,SR,13,1,1,0,
663507,MR-2500,JJ-4700,SM,0,0,0,0,WB-0700
663509,MR-2500,JT-0300,SR,17,1,1,0,
663513,MR-2500,JJ-4700,DM,0,0,0,0,
663514,MR-2500,JT-0300,SL,0,0,0,0,
663517,KC-2350,PG-0100,SL,0,0,0,0,
663518,KC-2350,MJ-2275,SL,0,0,0,0,
663519,KC-2350,JC-5680,SR,14,1,1,0,
663521,KC-2350,PG-0100,SR,0,0,0,0,DT-1970
663522,KC-2350,PG-0100,DL,0,0,0,0,
663525,MR-2500,NW-0500,SR,13,1,1,0,
663526,MR-2500,NW-0500,DR,0,0,0,0,
663529,KC-2350,CT-1220,SR,5,1,1,0,
663530,KC-2350,CT-1220,SL,0,0,0,0,
663531,KC-2350,RG-1650,SL,0,0,0,0,
663533,MR-2500,DF-1875,SR,8,1,1,0,
663535,MR-2500,JT-0300,SM,7,1,1,0,
663537,MR-2500,JT-0300,SR,5,1,0,0,
663540,MR-2500,JJ-4700,SL,20,1,1,0,
663542,MR-2500,DF-1875,SL,5,1,1,0,
663543,MR-2500,NW-0500,SR,0,0,0,0,
663544,MR-2500,LH-0600,DR,0,0,0,0,
663545,MR-2500,DF-1875,SL,7,1,1,0,
663546,MR-2500,RW-2200,SR,0,0,0,0,BB-2725
663548,MR-2500,JJ-4700,SR,0,0,0,0,BB-2725
663553,KC-2350,RG-1650,SR,4,1,0,0,
663554,KC-2350,JC-5680,SM,12,1,1,0,
663557,KC-2350,CT-1220,SR,-3,1,0,0,
663561,MR-2500,DF-1875,SL,4,1,1,0,
663562,MR-2500,NW-0500,SR,0,0,0,0,KJ-0275
663563,MR-2500,TW-0650,SL,0,0,0,0,
663564,MR-2500,JJ-4700,SM,9,1,1,0,
663569,MR-2500,LH-0600,SL,0,0,0,0,
663573,KC-2350,RG-1650,SM,0,0,0,0,
663574,KC-2350,PG-0100,DM,0,0,0,0,
663585,MR-2500,RW-2200,SL,16,1,1,0,
663590,KC-2350,JC-5680,SL,10,1,1,0,
663591,KC-2350,JC-5680,SL,26,1,1,0,
663596,MR-2500,DF-1875,SL,4,1,1,0,
663598,MR-2500,JJ-4700,SM,10,1,1,0,
663599,MR-2500,RW-2200,SL,0,0,0,0,
663601,KC-2350,CT-1220,SL,9,1,1,0,
663604,KC-2350,JC-5680,SL,-4,1,0,0,
663607,MR-2500,DF-1875,SR,7,1,1,0,
663608,MR-2500,JT-0300,SR,15,1,1,0,
663609,MR-2500,DF-1875,SR,9,1,1,0,
663610,MR-2500,JJ-4700,SR,12,1,1,0,
663611,MR-2500,JJ-4700,SM,16,1,1,0,
663613,MR-2500,LH-0600,SR,0,0,0,0,BB-2725
663614,MR-2500,DF-1875,SR,0,0,0,0,
663615,MR-2500,RW-2200,SM,7,1,1,0,
663619,KC-2350,DC-0775,SR,20,1,1,0,
663620,KC-2350,PG-0100,DM,19,1,1,0,
663621,KC-2350,JC-5680,SL,7,1,1,0,
663624,KC-2350,JC-5680,SR,5,1,1,0,
663626,KC-2350,CT-1220,SR,5,1,1,0,
663627,KC-2350,JC-5680,DR,17,1,1,0,
663630,KC-2350,RG-1650,SL,0,0,0,0,
663632,JW-5650,BM-3800,SR,17,1,1,0,
663634,JW-5650,VJ-0100,SM,14,1,1,0,
663637,JW-5650,CS-1950,SL,6,1,1,0,
663647,JW-5650,DM-0450,SR,13,1,1,0,
663648,JW-5650,ME-0600,SR,10,1,1,0,
663652,JW-5650,VJ-0100,SM,0,0,0,0,
663654,BB-2425,JT-2000,SR,5,1,1,0,
663655,BB-2425,AR-1250,SR,8,1,1,0,
663657,BB-2425,AR-1250,DL,0,0,0,0,
663658,BB-2425,AH-3900,SM,24,1,1,0,
663659,BB-2425,AR-1250,SL,7,1,1,0,
663663,BB-2425,TY-0150,SR,13,1,1,0,
663664,BB-2425,AH-3900,SM,12,1,1,0,
663668,JW-5650,ME-0600,DL,0,0,0,0,DH-4000
663678,BB-2425,AH-3900,SR,0,0,0,0,
663683,JW-5650,DM-0450,SM,10,1,1,0,
663689,BB-2425,ML-1500,SL,0,0,0,0,
663691,JW-5650,BM-3800,SL,17,1,1,0,
663693,JW-5650,ME-0600,SM,17,1,1,0,
663698,BB-2425,TY-0150,SM,8,1,1,0,
663699,BB-2425,BW-0400,SR,18,1,1,0,
663702,BB-2425,BW-0400,DM,24,1,1,0,
663703,BB-2425,TY-0150,SM,0,0,0,0,LD-0150
663704,BB-2425,AR-1250,SM,13,1,1,0,
663710,BB-2425,AR-1250,SM,7,1,1,0,
663713,BB-2425,TY-0150,SL,3,1,0,0,
663716,BB-2425,ML-1500,SM,0,0,0,0,KA-0625
663717,BB-2425,JT-2000,SR,15,1,1,0,
663719,BB-2425,,NL,0,0,0,0,
663720,BB-2425,ML-1500,SM,0,0,0,0,MW-3600
663725,JW-5650,DM-0450,SR,12,1,1,0,
663731,BB-2425,AR-1250,SR,11,1,1,0,
663735,BB-2425,AR-1250,DR,21,1,1,0,
663736,BB-2425,BW-0400,SL,7,1,1,0,
663737,BB-2425,TY-0150,SL,4,1,1,0,
663740,JW-5650,,NL,0,0,0,0,
663742,JW-5650,DD-3050,SL,0,0,0,0,AJ-1150
663743,JW-5650,CS-1950,SL,56,1,1,0,
663745,JW-5650,ME-0600,DR,0,0,0,0,DH-4000
663746,JW-5650,VJ-0100,DR,0,0,0,0,DH-4000
663753,BB-2425,TY-0150,SL,3,1,0,0,
663758,JW-5650,CS-1950,SL,11,1,1,0,
663767,BB-2425,ML-1500,SL,0,0,0,0,MJ-0900
663768,BB-2425,AH-3900,SM,6,1,1,0,
663769,BB-2425,AR-1250,DR,0,0,0,0,
663773,JW-5650,ME-0600,SL,14,1,1,0,
663777,JW-5650,CS-1950,SR,12,1,1,0,
663782,BB-2425,AH-3900,SM,15,1,1,0,
663783,BB-2425,BW-0400,SM,15,1,1,0,
663785,BB-2425,TG-0600,SR,0,0,0,0,KA-0625
663787,BB-2425,AH-3900,DR,59,1,1,0,
663788,BB-2425,AR-1250,SR,5,1,1,0,
663794,SB-1100,RC-2300,SR,7,1,1,0,
663795,SB-1100,DM-4300,SR,8,1,1,0,
